,location,location_id,direction,position,ons,offs,total,lifts,period
6178,SW Boones Ferry Rd & Stephenson,565,N,FS,2,0,2,0,Fall2018
6179,SW Boones Ferry Rd & Stephenson,566,W,FS,0,3,3,0,Fall2018
831,Boones Ferry Rd & Twin Fir,568,S,OP,0,2,2,0,Fall2018
832,Boones Ferry Rd & Twin Fir,569,N,FS,2,0,2,0,Fall2018
6751,SW Lower Boones Ferry & Boones Ferry,570,E,FS,5,1,6,0,Fall2018
835,Boones Ferry Rd & West Sunset Dr,576,S,NS,0,0,0,0,Fall2018
836,Boones Ferry Rd & West Sunset Dr,577,N,OP,0,0,0,0,Fall2018
6137,SW Boones Ferry Rd & 19th ,580,E,FS,1,0,1,0,Fall2018
6138,SW Boones Ferry Rd & 22nd ,581,S,OP,0,5,5,0,Fall2018
6139,SW Boones Ferry Rd & 4th ,583,W,OP,0,1,1,0,Fall2018
6140,SW Boones Ferry Rd & 4th ,584,E,FS,0,0,0,0,Fall2018
6715,SW Laurelwood & Brentwood,593,N,NS,0,0,0,0,Fall2018
6180,SW Brentwood & 78th,595,E,NS,2,0,2,0,Fall2018
3250,NW Bridge Ave & St Helens,596,N,NS,0,2,2,0,Fall2018
3246,NW Bridge Ave & Germantown,597,N,OP,0,0,0,0,Fall2018
3247,NW Bridge Ave & Germantown,598,S,NS,0,0,0,0,Fall2018
3248,NW Bridge Ave & Springville,599,N,OP,0,5,5,0,Fall2018
3249,NW Bridge Ave & Springville,600,S,NS,6,0,6,0,Fall2018
2264,NE Broadway & Grand ,605,W,NS,6,25,31,22,Fall2018
6183,SW Broadway & Hall ,607,S,FS,4,8,12,0,Fall2018
1325,N Broadway & Benton,611,E,FS,7,19,26,2,Fall2018
6184,SW Broadway & Lincoln ,614,S,NS,0,1,1,0,Fall2018
6185,SW Broadway & Market ,616,S,FS,2,26,28,0,Fall2018
2265,NE Broadway & M L King,622,W,FS,31,16,47,25,Fall2018
3254,NW Broadway & Irving,625,N,NS,71,67,138,55,Fall2018
1327,N Broadway & Vancouver,627,W,NS,13,29,42,27,Fall2018
2244,NE Broadway & 12th ,629,W,NS,178,111,289,190,Fall2018
2245,NE Broadway & 16th ,631,W,FS,104,57,161,35,Fall2018
2252,NE Broadway & 2nd ,633,W,NS,14,7,21,7,Fall2018
2246,NE Broadway & 21st ,634,W,FS,120,35,155,45,Fall2018
2247,NE Broadway & 24th ,635,W,FS,115,53,168,49,Fall2018
2248,NE Broadway & 26th ,636,E,FS,16,28,44,23,Fall2018
2249,NE Broadway & 26th ,637,W,FS,27,11,38,9,Fall2018
2250,NE Broadway & 28th ,638,E,FS,48,72,120,53,Fall2018
2251,NE Broadway & 28th ,639,W,NS,78,61,139,33,Fall2018
2253,NE Broadway & 32nd ,642,E,FS,71,66,137,25,Fall2018
2254,NE Broadway & 33rd ,644,W,FS,73,65,138,26,Fall2018
2255,NE Broadway & 35th ,646,E,FS,5,8,13,6,Fall2018
2256,NE Broadway & 35th ,647,W,NS,5,3,8,1,Fall2018
2257,NE Broadway & 37th ,648,E,NS,5,20,25,12,Fall2018
2258,NE Broadway & 37th ,649,W,NS,18,5,23,2,Fall2018
2259,NE Broadway & 44th ,650,W,NS,36,23,59,49,Fall2018
2260,NE Broadway & 44th ,651,E,FS,26,40,66,90,Fall2018
2261,NE Broadway & 47th ,653,E,NS,6,10,16,0,Fall2018
6182,SW Broadway & 5th ,654,W,NS,11,117,128,11,Fall2018
2262,NE Broadway & 7th ,655,W,NS,26,9,35,12,Fall2018
2263,NE Broadway & 9th ,656,W,NS,49,14,63,71,Fall2018
837,Bryant & Black Forest Ct,663,N,OP,1,0,1,0,Fall2018
838,Bryant & Chapman Way,664,N,FS,0,0,0,0,Fall2018
839,Bryant & Lakeview,665,N,NS,4,1,5,0,Fall2018
235,17500 Block Bryant,667,S,AT,0,0,0,0,Fall2018
841,Bryant & Lords Ln,668,N,NS,0,0,0,0,Fall2018
848,Bryant & Wildwood,669,S,FS,0,0,0,0,Fall2018
1140,Kerr & Jefferson Pkwy,672,S,NS,3,7,10,0,Fall2018
509,4600 Block W Burnside,682,W,AT,0,2,2,0,Fall2018
7533,W Burnside & SW Fischer Ln,685,E,NS,3,0,3,1,Fall2018
7506,W Burnside & NW Barnes,686,N,OP,13,2,15,0,Fall2018
7507,W Burnside & NW Barnes,687,W,FS,1,16,17,0,Fall2018
7494,W Burnside & Burnside Bridge,689,W,AT,79,333,412,148,Fall2018
7496,W Burnside & Mt. Calvary Cemetery,690,E,AT,5,2,7,0,Fall2018
7495,W Burnside & Mt Calvary Cemetery,691,W,AT,1,7,8,0,Fall2018
705,9100 Block E Burnside,696,E,OP,10,18,28,0,Fall2018
706,9100 Block E Burnside,697,W,AT,20,11,31,1,Fall2018
978,E Burnside & SE Floral,701,E,NS,3,9,12,0,Fall2018
946,E Burnside & NE Floral,702,W,NS,7,4,11,0,Fall2018
947,E Burnside & NE Grand,704,E,NS,315,362,677,133,Fall2018
7508,W Burnside & NW Hermosa,706,E,OP,3,0,3,0,Fall2018
7509,W Burnside & NW Hermosa,707,W,FS,1,3,4,0,Fall2018
979,E Burnside & SE Laurelhurst,710,E,NS,2,8,10,0,Fall2018
954,E Burnside & NE Laurelhurst,711,W,NS,5,2,7,1,Fall2018
7536,W Burnside & SW Tichner,712,E,FS,16,2,18,1,Fall2018
7511,W Burnside & NW Macleay,713,W,FS,2,19,21,0,Fall2018
7531,W Burnside & SW 8th,715,E,NS,71,85,156,68,Fall2018
7514,W Burnside & NW Park,716,W,NS,135,87,222,88,Fall2018
7535,W Burnside & SW St Clair,718,E,NS,271,93,364,54,Fall2018
7516,W Burnside & SW 13th,723,E,NS,144,82,226,111,Fall2018
7517,W Burnside & SW 15th,725,E,NS,58,10,68,17,Fall2018
955,E Burnside & SE 16th,726,E,FS,30,51,81,6,Fall2018
923,E Burnside & NE 18th,730,W,NS,31,16,47,11,Fall2018
7500,W Burnside & NW 19th,735,W,NS,62,134,196,45,Fall2018
956,E Burnside & SE 20th,740,E,NS,55,107,162,18,Fall2018
7501,W Burnside & NW 20th Pl,742,W,NS,182,397,579,189,Fall2018
7510,W Burnside & NW King,747,W,NS,41,120,161,42,Fall2018
7526,W Burnside & SW 21st,749,E,NS,167,52,219,48,Fall2018
7502,W Burnside & NW 23rd,755,W,NS,82,326,408,85,Fall2018
957,E Burnside & SE 24th,759,E,FS,55,85,140,4,Fall2018
925,E Burnside & NE 24th,760,W,FS,85,36,121,2,Fall2018
958,E Burnside & SE 28th,763,E,NS,102,154,256,13,Fall2018
926,E Burnside & NE 28th,764,W,FS,156,97,253,13,Fall2018
927,E Burnside & NE 32nd,768,W,FS,45,27,72,5,Fall2018
959,E Burnside & SE 32nd,769,E,NS,29,53,82,3,Fall2018
977,E Burnside & SE Cesar Chavez Blvd,770,E,NS,91,119,210,27,Fall2018
945,E Burnside & NE Cesar Chavez Blvd,771,W,NS,93,96,189,26,Fall2018
960,E Burnside & SE 41st,774,E,NS,4,11,15,0,Fall2018
928,E Burnside & NE 41st,775,W,NS,5,5,10,0,Fall2018
961,E Burnside & SE 44th,776,E,NS,6,10,16,1,Fall2018
929,E Burnside & NE 44th,777,W,NS,12,3,15,1,Fall2018
930,E Burnside & NE 47th,778,W,NS,33,18,51,10,Fall2018
962,E Burnside & SE 47th,779,E,FS,13,41,54,6,Fall2018
7504,W Burnside & NW 48th Ave,780,W,NS,0,4,4,0,Fall2018
7528,W Burnside & SW 48th Dr,781,E,FS,4,1,5,0,Fall2018
7505,W Burnside & NW 5th,782,W,FS,366,370,736,195,Fall2018
931,E Burnside & NE 52nd,785,W,NS,51,13,64,7,Fall2018
963,E Burnside & SE 52nd,786,E,FS,13,42,55,4,Fall2018
964,E Burnside & SE 55th,787,E,FS,30,47,77,26,Fall2018
932,E Burnside & NE 55th,788,W,NS,37,21,58,17,Fall2018
933,E Burnside & NE 58th,791,W,NS,18,3,21,0,Fall2018
7530,W Burnside & SW 6th,792,E,NS,760,447,1207,310,Fall2018
966,E Burnside & SE 60th,793,E,NS,56,77,133,18,Fall2018
934,E Burnside & NE 60th,794,W,NS,77,49,126,13,Fall2018
935,E Burnside & NE 62nd,796,W,NS,12,6,18,0,Fall2018
967,E Burnside & SE 67th,799,E,OP,5,15,20,1,Fall2018
936,E Burnside & NE 67th,800,W,NS,14,6,20,1,Fall2018
937,E Burnside & NE 69th,801,W,NS,10,5,15,1,Fall2018
969,E Burnside & SE 72nd,806,E,NS,7,17,24,0,Fall2018
938,E Burnside & NE 72nd,807,W,NS,20,6,26,2,Fall2018
970,E Burnside & SE 74th,808,E,NS,6,20,26,1,Fall2018
939,E Burnside & NE 74th,809,W,NS,24,8,32,0,Fall2018
940,E Burnside & NE 79th,811,W,NS,47,16,63,5,Fall2018
971,E Burnside & SE 79th,812,E,NS,11,35,46,1,Fall2018
972,E Burnside & SE 82nd,813,E,NS,229,157,386,80,Fall2018
941,E Burnside & NE 82nd,814,W,NS,135,253,388,104,Fall2018
973,E Burnside & SE 87th,817,E,NS,6,21,27,9,Fall2018
942,E Burnside & NE 87th,818,W,NS,15,5,20,7,Fall2018
974,E Burnside & SE 8th,820,E,NS,107,156,263,26,Fall2018
975,E Burnside & SE 94th,822,E,FS,7,10,17,4,Fall2018
943,E Burnside & NE 94th,823,W,NS,8,8,16,4,Fall2018
3687,S Buxton & SW Cherry Park,830,N,FS,0,2,2,0,Fall2018
3688,S Buxton & SW Cherry Park,831,S,NS,5,0,5,0,Fall2018
849,Buxton & E Columbia River Hwy,832,N,NS,3,12,15,1,Fall2018
3689,S Buxton & SW Martine,833,S,NS,1,0,1,0,Fall2018
3684,S Buxton & SE 6th,836,N,NS,1,0,1,0,Fall2018
3685,S Buxton & SE 8th,837,N,NS,1,1,2,0,Fall2018
4302,SE Bybee & Milwaukie,838,W,NS,83,63,146,24,Fall2018
4303,SE Bybee & Milwaukie,839,E,NS,9,18,27,7,Fall2018
4286,SE Bybee & 14th ,843,W,NS,2,2,4,0,Fall2018
4293,SE Bybee & 14th,844,E,FS,2,3,5,2,Fall2018
4294,SE Bybee & 17th,845,E,NS,58,51,109,16,Fall2018
4295,SE Bybee & 22nd,852,E,FS,8,11,19,17,Fall2018
4296,SE Bybee & 22nd,853,W,NS,8,5,13,10,Fall2018
4297,SE Bybee & 23rd,855,W,NS,1,7,8,13,Fall2018
4298,SE Bybee & 27th,858,E,FS,3,7,10,2,Fall2018
341,2400 Block SE Bybee,859,W,AT,2,2,4,2,Fall2018
4299,SE Bybee & 28th,860,S,NS,0,2,2,0,Fall2018
508,4600 Block SW Cameron,861,E,AT,1,1,2,0,Fall2018
6202,SW Cameron & Fairvale Ct,862,E,NS,3,4,7,0,Fall2018
6203,SW Cameron & Shattuck ,863,E,FS,3,4,7,0,Fall2018
6201,SW Cameron & 53rd ,865,E,NS,7,9,16,0,Fall2018
6205,SW Campus Dr & OHSU Garage F,868,E,OP,25,9,34,6,Fall2018
6206,SW Campus Dr & Terwilliger,870,E,NS,24,3,27,1,Fall2018
6204,SW Campus Dr & Loading Dock 5,871,W,AT,102,8,110,2,Fall2018
641,7500 Block SW Canyon,882,W,AT,1,8,9,0,Fall2018
6230,SW Canyon & Canyon Dr,883,W,OP,2,29,31,1,Fall2018
6224,SW Canyon & Benz Park,885,W,NS,1,3,4,0,Fall2018
6231,SW Canyon & Copel ,890,W,NS,1,5,6,0,Fall2018
6233,SW Canyon & Jade ,892,N,FS,4,1,5,0,Fall2018
6234,SW Canyon & Linden ,893,E,OP,1,0,1,0,Fall2018
1105,Hwy 26 On Ramp & SW Skyline,894,E,FS,48,12,60,11,Fall2018
1106,Hwy 26/Canyon Rd Ramp & SW Skyline,895,W,FS,11,53,64,8,Fall2018
6236,SW Canyon & Walker ,898,W,FS,20,21,41,5,Fall2018
6237,SW Canyon & Walker ,899,E,OP,13,24,37,10,Fall2018
6208,SW Canyon & 104th,904,W,NS,12,9,21,3,Fall2018
6209,SW Canyon & 107th,906,E,NS,32,22,54,5,Fall2018
6210,SW Canyon & 107th,907,W,NS,21,28,49,4,Fall2018
6211,SW Canyon & 110th,908,E,NS,9,8,17,3,Fall2018
6212,SW Canyon & 110th,909,W,FS,7,8,15,1,Fall2018
6213,SW Canyon & 115th,910,W,NS,5,24,29,13,Fall2018
6215,SW Canyon & 73rd,912,E,NS,4,0,4,0,Fall2018
6216,SW Canyon & 87th,913,E,FS,64,25,89,3,Fall2018
6217,SW Canyon & 87th,914,W,FS,24,22,46,2,Fall2018
6218,SW Canyon & 91st,915,E,NS,8,7,15,3,Fall2018
6220,SW Canyon & 93rd,917,W,OP,3,3,6,0,Fall2018
6221,SW Canyon & 93rd,918,E,NS,1,2,3,0,Fall2018
6222,SW Canyon & 96th,919,W,OP,1,2,3,0,Fall2018
6223,SW Canyon & 96th,920,E,NS,4,2,6,0,Fall2018
6246,SW Capitol & Alice ,921,S,NS,2,9,11,0,Fall2018
6247,SW Capitol & Alice ,922,N,NS,9,2,11,0,Fall2018
6254,SW Capitol & Barbur,923,N,NS,70,35,105,7,Fall2018
6255,SW Capitol & Bertha Ct,925,E,FS,118,104,222,35,Fall2018
718,9500 Block SW Capitol,926,S,OP,1,8,9,0,Fall2018
6258,SW Capitol & Carson,927,S,NS,3,8,11,2,Fall2018
6280,SW Capitol & Sunset,929,E,OP,324,424,748,31,Fall2018
6282,SW Capitol & Taylors Ferry,930,S,NS,9,49,58,22,Fall2018
6260,SW Capitol & Dickinson,931,S,FS,2,29,31,4,Fall2018
6261,SW Capitol & Dickinson,932,N,NS,30,3,33,3,Fall2018
6262,SW Capitol & Dolph,933,S,OP,1,12,13,2,Fall2018
6263,SW Capitol & Dolph,934,N,FS,11,1,12,2,Fall2018
6264,SW Capitol & Florida,935,S,FS,6,24,30,0,Fall2018
6265,SW Capitol & Galeburn,936,S,OP,9,52,61,0,Fall2018
6266,SW Capitol & Galeburn,937,N,NS,37,8,45,0,Fall2018
6267,SW Capitol & Garden Home,939,N,OP,21,8,29,0,Fall2018
6270,SW Capitol & Idaho,942,N,NS,33,2,35,3,Fall2018
6271,SW Capitol & Idaho,943,W,FS,3,24,27,1,Fall2018
6272,SW Capitol & Marigold,946,N,FS,14,1,15,1,Fall2018
6273,SW Capitol & Marigold,947,S,FS,2,10,12,2,Fall2018
6274,SW Capitol & Miles,948,N,NS,30,4,34,0,Fall2018
6275,SW Capitol & Miles,949,S,FS,4,39,43,2,Fall2018
6278,SW Capitol & Pomona,951,S,FS,3,41,44,3,Fall2018
6279,SW Capitol & Pomona,952,N,NS,35,4,39,7,Fall2018
6281,SW Capitol & Sunset,955,W,NS,381,356,737,34,Fall2018
6284,SW Capitol & Terwilliger,956,E,NS,17,19,36,1,Fall2018
6285,SW Capitol & Terwilliger,957,W,FS,22,21,43,1,Fall2018
6286,SW Capitol & Texas,958,S,FS,1,13,14,0,Fall2018
6257,SW Capitol & California,959,N,NS,13,9,22,0,Fall2018
6276,SW Capitol & Nebraska,963,E,FS,26,3,29,0,Fall2018
6277,SW Capitol & Nebraska,964,W,OP,16,37,53,3,Fall2018
6240,SW Capitol & 26th ,965,E,FS,104,20,124,5,Fall2018
6241,SW Capitol & 26th ,966,W,FS,27,107,134,18,Fall2018
6242,SW Capitol & 33rd ,970,W,NS,16,94,110,7,Fall2018
6243,SW Capitol & 33rd ,971,E,OP,92,13,105,7,Fall2018
6244,SW Capitol & 35th ,972,E,NS,114,38,152,26,Fall2018
6256,SW Capitol & Brugger,975,E,NS,8,1,9,0,Fall2018
679,8600 Block SE Causey,984,W,AT,22,9,31,8,Fall2018
682,8800 Block SE Causey,987,E,OP,7,16,23,4,Fall2018
4306,SE Causey & 82nd,989,W,NS,17,11,28,21,Fall2018
6288,SW Cedar Hills & Butner,993,S,FS,15,21,36,0,Fall2018
440,3300 Block SW Cedar Hills,995,N,AT,5,14,19,4,Fall2018
6289,SW Cedar Hills & Butner,996,N,NS,26,13,39,0,Fall2018
6292,SW Cedar Hills & Fairfield,1002,N,NS,38,74,112,35,Fall2018
6293,SW Cedar Hills & Fairfield,1003,S,OP,95,37,132,52,Fall2018
6296,SW Cedar Hills & Huntington,1010,E,OP,0,0,0,0,Fall2018
6297,SW Cedar Hills & Huntington,1011,W,NS,0,1,1,0,Fall2018
6298,SW Cedar Hills & Jenkins,1013,N,NS,15,37,52,9,Fall2018
6299,SW Cedar Hills & Jenkins,1014,S,FS,17,23,40,9,Fall2018
6300,SW Cedar Hills & Lynnridge,1017,E,FS,3,2,5,0,Fall2018
6307,SW Cedar Hills & Lynnridge,1018,W,FS,1,4,5,0,Fall2018
6308,SW Cedar Hills & Park Way,1019,N,NS,12,13,25,3,Fall2018
6309,SW Cedar Hills & Park Way,1020,S,FS,15,8,23,3,Fall2018
6310,SW Cedar Hills & Walker,1021,N,NS,21,36,57,26,Fall2018
6311,SW Cedar Hills & Walker,1022,S,FS,34,33,67,28,Fall2018
1121,Jantzen Beach Main Stop,1026,S,OP,308,347,655,121,Fall2018
6312,SW Center & 125th,1034,E,FS,10,17,27,5,Fall2018
6313,SW Center & 125th,1035,W,FS,16,15,31,3,Fall2018
1328,N Channel Ave & Anchor,1041,E,FS,0,22,22,0,Fall2018
1329,N Channel Ave & Ballast,1042,E,OP,0,0,0,0,Fall2018
1330,N Channel Ave & Commerce,1043,S,OP,0,1,1,0,Fall2018
1331,N Channel Ave & Dolphin,1044,S,OP,3,0,3,0,Fall2018
1333,N Chautauqua & Washburne,1045,N,NS,2,4,6,0,Fall2018
1334,N Chautauqua & Washburne,1046,S,OP,2,1,3,0,Fall2018
1332,N Chautauqua & Alaska,1047,N,NS,10,37,47,4,Fall2018
1335,N Chautauqua & Willis,1050,S,NS,12,7,19,2,Fall2018
6318,SW Chestnut & Bertha,1051,W,NS,7,0,7,0,Fall2018
6315,SW Chestnut & 12th,1053,S,NS,2,1,3,0,Fall2018
6317,SW Chestnut & 14th,1056,N,NS,6,2,8,0,Fall2018
855,Clackamas Community College,1068,N,AT,306,304,610,126,Fall2018
4360,SE Clinton & 21st,1092,W,NS,10,9,19,0,Fall2018
4361,SE Clinton & 23rd,1093,E,NS,4,4,8,0,Fall2018
4362,SE Clinton & 23rd,1094,W,FS,6,1,7,0,Fall2018
4363,SE Clinton & 26th,1095,E,NS,33,12,45,0,Fall2018
3677,Rose Quarter Transit Center,1097,N,AT,885,107,992,126,Fall2018
445,3500 Block NE Columbia Blvd,1099,W,AT,3,12,15,0,Fall2018
446,3500 Block NE Columbia Blvd,1100,E,OP,5,3,8,0,Fall2018
462,3800 Block NE Columbia Blvd,1101,W,AT,0,6,6,0,Fall2018
463,3800 Block NE Columbia Blvd,1102,E,AT,6,1,7,0,Fall2018
6324,SW Columbia & Park Ave,1108,E,NS,126,108,234,24,Fall2018
6320,SW Columbia & 12th,1111,E,NS,82,60,142,76,Fall2018
5751,SW 18th & Goose Hollow MAX Station,1114,E,AT,289,132,421,51,Fall2018
2306,NE Columbia Blvd & 27th,1115,W,OP,0,2,2,0,Fall2018
2310,NE Columbia Blvd & 42nd,1116,W,FS,2,5,7,0,Fall2018
2311,NE Columbia Blvd & 42nd,1117,E,FS,5,1,6,0,Fall2018
2312,NE Columbia Blvd & 47th,1118,E,NS,43,17,60,4,Fall2018
6327,SW Commercial & Hall,1122,N,FS,3,9,12,0,Fall2018
6328,SW Commercial & Hall,1123,S,NS,8,7,15,0,Fall2018
6337,SW Corbett & Abernethy,1125,S,NS,0,0,0,0,Fall2018
6338,SW Corbett & Abernethy,1126,N,NS,0,0,0,0,Fall2018
6339,SW Corbett & Bancroft,1127,S,NS,0,1,1,0,Fall2018
6340,SW Corbett & Bancroft,1128,N,NS,1,1,2,0,Fall2018
6341,SW Corbett & Boundary St,1129,N,NS,4,2,6,1,Fall2018
6342,SW Corbett & Carolina,1130,N,NS,1,0,1,0,Fall2018
6343,SW Corbett & Carolina,1131,S,NS,0,2,2,0,Fall2018
6344,SW Corbett & Curry,1132,S,NS,1,1,2,0,Fall2018
6345,SW Corbett & Curry,1133,N,NS,2,1,3,0,Fall2018
6346,SW Corbett & Flower,1134,S,NS,0,1,1,0,Fall2018
6347,SW Corbett & Flower,1135,N,NS,1,0,1,0,Fall2018
6348,SW Corbett & Gaines,1136,N,NS,3,1,4,1,Fall2018
6349,SW Corbett & Gaines,1137,S,NS,2,2,4,0,Fall2018
6350,SW Corbett & Gibbs,1138,S,NS,8,2,10,0,Fall2018
6351,SW Corbett & Gibbs,1139,N,NS,2,12,14,0,Fall2018
6352,SW Corbett & Hamilton,1140,S,NS,2,1,3,0,Fall2018
6353,SW Corbett & Hamilton,1141,N,NS,1,4,5,0,Fall2018
6360,SW Corbett & Mitchell,1146,N,FS,1,0,1,0,Fall2018
6361,SW Corbett & Mitchell,1147,S,NS,2,3,5,0,Fall2018
6362,SW Corbett & Nebraska,1148,S,OP,0,1,1,0,Fall2018
6363,SW Corbett & Pendleton,1149,N,NS,4,1,5,0,Fall2018
6364,SW Corbett & Pendleton,1150,S,NS,1,2,3,0,Fall2018
6365,SW Corbett & Richardson,1151,S,FS,0,3,3,2,Fall2018
6366,SW Corbett & Richardson,1152,N,NS,4,0,4,0,Fall2018
6367,SW Corbett & Sweeney,1155,S,OP,1,1,2,0,Fall2018
2419,NE Evergreen Pkwy & Cornelius Pass Rd,1158,W,FS,7,2,9,0,Fall2018
2417,NE Evergreen Pkwy & 106th (NW 188th),1159,W,NS,28,17,45,4,Fall2018
84,12200 Block NW Cornell,1160,E,AT,12,6,18,12,Fall2018
85,12200 Block NW Cornell,1161,W,OP,1,8,9,9,Fall2018
111,12900 Block NW Cornell,1162,W,AT,11,7,18,0,Fall2018
3297,NW Cornell & Dale ,1163,E,NS,28,12,40,29,Fall2018
138,13900 Block NW Cornell,1165,W,AT,2,2,4,1,Fall2018
150,14100 Block NW Cornell,1166,E,OP,1,0,1,0,Fall2018
151,14100 Block NW Cornell,1167,W,AT,2,8,10,0,Fall2018
3290,NW Cornell & Barnes ,1171,E,NS,12,18,30,0,Fall2018
3298,NW Cornell & Dale ,1172,W,NS,14,11,25,7,Fall2018
3301,NW Cornell & Murray ,1174,W,FS,36,34,70,24,Fall2018
3312,NW Cornell & Saltzman ,1182,W,FS,46,49,95,8,Fall2018
3313,NW Cornell & Saltzman ,1183,E,NS,46,33,79,19,Fall2018
3314,NW Cornell & Science Park Dr,1184,W,OP,14,30,44,1,Fall2018
136,13800 Block NW Cornell (Sunset HS),1186,E,AT,2,5,7,0,Fall2018
3316,NW Cornell & Trail ,1187,W,FS,14,19,33,5,Fall2018
3317,NW Cornell & Trail ,1188,E,OP,21,13,34,3,Fall2018
171,14600 Block NW Cornell,1189,E,AT,28,14,42,1,Fall2018
3296,NW Cornell & Cornell Woods,1190,W,OP,10,18,28,0,Fall2018
3259,NW Cornell & 110th,1194,E,FS,0,0,0,0,Fall2018
3260,NW Cornell & 110th,1195,W,NS,0,0,0,0,Fall2018
3295,NW Cornell & Cedar Hills Blvd,1196,E,NS,6,3,9,0,Fall2018
3261,NW Cornell & 113th,1199,W,FS,4,8,12,0,Fall2018
3264,NW Cornell & 119th,1200,E,OP,7,4,11,1,Fall2018
3265,NW Cornell & 119th,1201,W,NS,8,9,17,2,Fall2018
3266,NW Cornell & 123rd,1203,W,FS,4,13,17,3,Fall2018
3267,NW Cornell & 143rd,1204,E,OP,31,13,44,1,Fall2018
3268,NW Cornell & 153rd,1205,E,FS,12,9,21,1,Fall2018
488,4100 Block SW Council Crest,1207,E,AT,0,1,1,0,Fall2018
6368,SW Council Crest & Chehalem,1211,N,FS,1,0,1,0,Fall2018
6369,SW Council Crest & Chehalem,1212,E,NS,2,2,4,0,Fall2018
6370,SW Council Crest & Chehalem,1213,W,OP,3,0,3,0,Fall2018
6371,SW Council Crest & Chehalem (south leg),1214,S,NS,0,1,1,0,Fall2018
6372,SW Council Crest & Greenway,1215,E,FS,1,3,4,0,Fall2018
6373,SW Council Crest & Tualatin,1217,S,OP,0,2,2,0,Fall2018
6374,SW Council Crest & Tualatin,1218,W,NS,1,1,2,0,Fall2018
613,700 Block Country Club,1219,W,AT,0,0,0,0,Fall2018
867,Country Club & Boones Ferry Rd,1220,W,NS,1,2,3,0,Fall2018
870,Country Club & Iron Mtn,1221,W,FS,1,1,2,0,Fall2018
871,Country Club & Iron Mtn,1222,E,NS,0,2,2,0,Fall2018
872,Country Club & Knaus Rd,1223,W,NS,2,1,3,0,Fall2018
873,Country Club & Knaus Rd,1224,E,OP,0,1,1,0,Fall2018
344,2500 Block Country Club,1225,E,AT,17,18,35,27,Fall2018
869,Country Club & Hazel Road,1226,W,FS,20,19,39,27,Fall2018
874,Country Club & Redwood,1227,W,NS,0,0,0,0,Fall2018
868,Country Club & Bridge,1228,E,NS,0,0,0,0,Fall2018
875,Country Club & Sundeleaf,1229,W,OP,1,0,1,0,Fall2018
876,Country Club & Sundeleaf,1230,E,NS,0,3,3,0,Fall2018
877,Country Club & Uplands,1231,W,OP,0,0,0,0,Fall2018
878,Country Club & Uplands,1232,E,NS,0,0,0,0,Fall2018
879,Country Club & Wembley Park,1233,W,OP,0,0,0,0,Fall2018
880,Country Club & Wembley Park,1234,E,NS,0,1,1,0,Fall2018
2360,NE Cully & Shaver,1239,S,FS,6,1,7,0,Fall2018
2358,NE Cully & Prescott,1240,N,NS,40,107,147,71,Fall2018
2359,NE Cully & Prescott,1241,S,FS,126,43,169,67,Fall2018
2355,NE Cully & Killingsworth,1243,N,FS,4,1,5,0,Fall2018
2356,NE Cully & Mason,1244,N,FS,6,32,38,3,Fall2018
2357,NE Cully & Mason,1245,S,NS,17,5,22,1,Fall2018
4365,SE Currin & Hwy 211-224,1252,S,NS,1,0,1,0,Fall2018
985,E Dartmouth & Cornell,1255,E,NS,4,2,6,0,Fall2018
986,E Dartmouth & Cornell,1256,W,NS,2,6,8,1,Fall2018
987,E Dartmouth & Harvard,1257,E,NS,5,1,6,1,Fall2018
988,E Dartmouth & Harvard,1258,W,NS,0,5,5,1,Fall2018
989,E Dartmouth & Portland Ave,1259,W,NS,2,15,17,8,Fall2018
2377,NE Dekum & Dean,1264,E,NS,45,13,58,4,Fall2018
2378,NE Dekum & Durham,1265,E,FS,67,16,83,25,Fall2018
2385,NE Dekum & Durham,1267,W,NS,22,54,76,12,Fall2018
2387,NE Dekum & Saratoga,1271,W,NS,9,9,18,14,Fall2018
2386,NE Dekum & M L King,1273,W,NS,26,102,128,26,Fall2018
2376,NE Dekum & Claremont,1275,W,FS,15,46,61,7,Fall2018
2361,NE Dekum & 15th,1277,W,NS,27,18,45,3,Fall2018
2362,NE Dekum & 15th,1278,E,NS,20,25,45,4,Fall2018
2363,NE Dekum & 18th,1280,W,FS,18,14,32,1,Fall2018
2364,NE Dekum & 18th,1281,E,NS,13,17,30,1,Fall2018
2365,NE Dekum & 22nd,1282,W,NS,13,6,19,1,Fall2018
2366,NE Dekum & 22nd,1283,E,FS,8,12,20,1,Fall2018
2367,NE Dekum & 24th,1284,E,NS,6,9,15,12,Fall2018
2368,NE Dekum & 27th,1285,W,NS,25,20,45,13,Fall2018
2369,NE Dekum & 27th,1286,E,NS,42,25,67,11,Fall2018
2370,NE Dekum & 29th,1287,W,FS,24,22,46,2,Fall2018
2371,NE Dekum & 29th,1288,E,FS,19,33,52,0,Fall2018
2372,NE Dekum & 32nd Pl,1289,W,OP,34,23,57,2,Fall2018
2373,NE Dekum & 33rd,1290,E,NS,30,40,70,3,Fall2018
2374,NE Dekum & 6th,1292,W,NS,11,40,51,5,Fall2018
2375,NE Dekum & 6th,1293,E,NS,134,48,182,48,Fall2018
1346,N Denver & Russet,1299,S,OP,4,17,21,13,Fall2018
1347,N Denver & Terry,1300,N,NS,2,14,16,1,Fall2018
