location,location_id,direction,position,ons,offs,total,lifts
NE Halsey & 169th,2398,W,NS,23,3,26,0
NE Halsey & 172nd,2399,W,OP,40,10,50,2
NE Halsey & 172nd,2400,E,FS,12,41,53,3
NE Halsey & 181st,2401,E,NS,40,75,115,25
NE Halsey & 186th,2405,E,NS,12,16,28,3
NE Halsey & 186th,2406,W,OP,10,9,19,1
NE Halsey & 192nd,2407,W,FS,14,6,20,1
NE Halsey & 192nd,2408,E,NS,5,15,20,2
NE Halsey & 195th,2409,E,FS,3,15,18,1
NE Halsey & 201st,2410,E,FS,13,38,51,1
NE Halsey & 201st,2411,W,FS,37,20,57,2
NE Halsey & Fairview Parkway,2414,W,NS,8,3,11,2
NE Halsey & Fairview Parkway,2415,E,FS,2,6,8,0
NE Halsey & 227th,2416,E,OP,15,54,69,12
NE Halsey & 230th Ct,2418,E,NS,15,33,48,1
NE Halsey & 230th Ct,2419,W,OP,43,13,56,3
NE Halsey & 238th,2420,W,FS,75,58,133,18
NE Halsey & 238th,2421,E,FS,20,34,54,9
NE Halsey & 244th,2422,E,NS,2,25,27,12
NE Halsey & 244th,2423,W,FS,29,3,32,11
NE Halsey & 49th,2425,W,NS,4,3,7,0
NE Halsey & 50th,2426,E,OP,4,7,11,0
NE Halsey & 53rd,2428,W,NS,16,9,25,0
NE Halsey & 53rd,2429,E,NS,6,21,27,1
NE Halsey & 55th,2430,E,OP,4,11,15,0
NE Halsey & 55th,2431,W,NS,8,2,10,0
NE Halsey & 57th,2432,W,NS,31,24,55,7
NE Halsey & 58th,2434,E,NS,29,37,66,30
 ,,,,,,,
TriMet Passenger Census - Fall 2019,32,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE Halsey & Village St,2436,E,FS,3,14,17,2
NE Halsey & 7th St,2437,W,FS,34,8,42,11
NE Halsey & 60th,2438,W,FS,22,18,40,13
NE Halsey & 60th,2439,E,FS,28,23,51,9
NE Halsey & 63rd,2440,E,NS,14,15,29,10
NE Halsey & 63rd,2441,W,NS,13,11,24,8
NE Halsey & 66th,2442,E,OP,42,41,83,13
NE Halsey & 66th,2443,W,NS,45,45,90,20
NE Halsey & 69th,2445,W,OP,18,13,31,9
NE Halsey & 69th,2446,E,AT,14,17,31,9
NE Halsey & 72nd,2448,E,OP,8,9,17,5
NE Halsey & 74th,2450,E,NS,7,19,26,0
NE Halsey & 74th,2451,W,OP,20,11,31,1
NE Halsey & 76th,2452,E,NS,2,5,7,0
NE Halsey & 76th,2453,W,NS,8,2,10,0
NE Halsey & 78th,2454,E,NS,2,3,5,0
NE Halsey & 79th,2455,W,OP,3,2,5,2
NE Halsey & 86th,2456,E,OP,4,5,9,1
NE Halsey & 86th,2457,W,NS,2,2,4,0
NE Halsey & 88th,2458,E,FS,1,3,4,1
NE Halsey & 90th,2459,W,FS,2,2,4,0
NE Halsey & 92nd,2460,E,NS,5,12,17,2
SW Hamilton & 55th Pl,2461,W,FS,0,0,0,0
5700 Block SW Hamilton,2462,E,AT,1,0,1,0
SW Hamilton & Semler Way,2463,W,NS,0,1,1,0
6200 Block SW Hamilton,2464,E,AT,3,0,3,0
SW Hamilton & Scholls Ferry,2465,E,FS,0,0,0,0
SW Hamilton & Dosch,2466,E,NS,0,0,0,0
SW Hamilton & Dosch,2467,W,NS,15,6,21,0
SW Hamilton & Hamilton Ct,2468,E,FS,1,0,1,0
SW Hamilton & Hamilton Ct,2469,W,OP,0,1,1,0
SW Hamilton & Scholls Ferry,2470,W,NS,0,1,1,0
SW Hamilton & Shattuck,2471,W,NS,0,1,1,0
SW Hamilton & Shattuck,2472,E,NS,2,0,2,0
SW Hamilton & 34th,2473,W,FS,0,1,1,0
SW Hamilton & 34th,2474,E,NS,0,0,0,0
SW Hamilton & 36th Pl,2475,W,FS,0,0,0,0
SW Hamilton & 36th Pl,2476,E,OP,0,0,0,0
SW Hamilton & 39th Dr,2477,E,FS,0,0,0,0
SW Hamilton & 39th Dr,2478,W,OP,0,0,0,0
SW Hamilton & 41st,2479,W,NS,0,1,1,0
SW Hamilton & 42nd Pl,2480,E,NS,1,0,1,0
SW Hamilton & 45th,2481,W,OP,0,1,1,0
SW Hamilton & 45th,2482,E,NS,1,0,1,0
SW Hamilton & 47th Dr,2483,W,FS,0,1,1,0
SW Hamilton & 47th,2484,E,FS,1,0,1,0
SW Hamilton & 53rd,2486,E,FS,2,0,2,0
 ,,,,,,,
TriMet Passenger Census - Fall 2019,33,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Hamilton & 54th Pl,2487,W,FS,0,0,0,0
SW Hamilton & 58th ,2490,E,OP,0,0,0,0
SW Hamilton & 60th Pl,2492,E,NS,1,0,1,0
6900 Block SW Hampton,2494,E,AT,11,55,66,0
SW Hampton & 72nd,2496,E,FS,1,17,18,2
SE Harmony & Linwood,2498,E,FS,10,4,14,0
12400 Block SE Harold,2505,E,AT,0,1,1,0
12400 Block SE Harold,2506,W,AT,1,1,2,0
12900 Block SE Harold,2507,W,AT,5,0,5,0
SE Harold & 133rd,2510,W,OP,6,0,6,0
SE Harold & 92nd,2512,E,FS,16,14,30,2
SE Harold & 101st,2517,E,FS,1,11,12,0
SE Harold & 103rd,2518,E,NS,1,10,11,0
SE Harold & 105th,2520,E,OP,1,9,10,0
SE Harold & 109th,2522,E,FS,2,5,7,0
SE Harold & 109th,2523,W,NS,8,3,11,0
SE Harold & 111th,2524,E,OP,1,2,3,0
SE Harold & 111th,2525,W,NS,2,1,3,0
SE Harold & 113th,2526,E,OP,0,3,3,0
SE Harold & 113th,2527,W,NS,3,0,3,0
SE Harold & 115th,2528,E,NS,1,6,7,0
SE Harold & 115th,2529,W,NS,6,0,6,0
SE Harold & 118th,2530,E,OP,1,8,9,0
SE Harold & 118th,2531,W,NS,10,1,11,0
SE Harold & 122nd,2534,E,NS,20,26,46,14
SE Harold & 122nd,2535,W,FS,27,16,43,2
SE Harold & 128th,2537,E,NS,1,9,10,3
SE Harold & 128th,2538,W,NS,12,2,14,0
SE Harold & 136th,2539,E,NS,4,22,26,0
SE Harold & 136th,2540,W,FS,30,4,34,1
SE Harold & 52nd,2541,W,NS,49,22,71,0
SE Harold & 54th,2542,E,NS,7,14,21,2
SE Harold & 57th,2544,E,NS,3,15,18,0
SE Harold & 57th,2545,W,FS,17,2,19,0
SE Harold & 60th,2546,E,NS,2,20,22,0
SE Harold & 60th,2547,W,NS,28,2,30,0
SE Harold & 62nd,2548,E,NS,2,16,18,0
SE Harold & 62nd,2549,W,NS,21,1,22,0
SE Harold & 65th,2550,E,NS,3,21,24,1
SE Harold & 67th,2551,E,NS,3,21,24,2
SE Harold & 69th,2552,E,NS,2,9,11,1
SE Harold & 69th,2553,W,FS,13,2,15,5
SE Harold & 72nd,2554,W,NS,35,11,46,9
SE Harold & 72nd,2555,E,FS,13,34,47,9
SE Harold & 74th,2557,E,NS,1,8,9,0
SE Harold & 74th,2558,W,NS,11,1,12,1
SE Harold & 79th,2561,E,OP,5,13,18,1
 ,,,,,,,
TriMet Passenger Census - Fall 2019,34,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 79th & Harold,2562,S,NS,19,7,26,1
SE Harold & 92nd,2563,W,NS,12,23,35,4
SE Harold & 97th,2564,E,NS,4,11,15,0
SE Harold & 97th,2565,W,NS,15,5,20,0
200 Block SW Harrison,2566,E,AT,182,37,219,7
200 Block SW Harrison,2567,W,OP,37,294,331,13
SE Harrison & Hwy 224,2568,E,NS,31,18,49,8
SE Harrison & 24th,2569,E,OP,34,10,44,12
SE Harrison & 24th,2570,W,NS,7,19,26,13
2700 Block SE Harrison,2571,W,OP,11,27,38,1
SE Harrison & 28th,2572,E,NS,25,7,32,0
SE Harrison & 29th,2573,W,NS,12,25,37,6
SE Harrison & 31st,2574,W,NS,44,81,125,38
SE Harrison & 32nd,2575,E,FS,60,39,99,41
SE Harrison & 34th,2577,W,NS,7,13,20,5
SE Harrison & 37th,2578,E,NS,5,4,9,2
SE Harrison & 37th,2579,W,NS,3,4,7,2
SW Harrison & 4th,2580,E,NS,296,71,367,22
SE Harrison & 40th,2582,E,NS,2,6,8,0
SE Harrison & 40th,2583,W,NS,10,4,14,1
Rose Quarter Transit Center,2592,W,AT,618,"1,059","1,677",255
SE Hawthorne & 6th,2594,E,NS,304,195,499,38
SE Hawthorne & Maple,2595,E,FS,29,31,60,3
SE Hawthorne & Poplar,2596,E,NS,15,37,52,4
SE Hawthorne & 9th,2597,E,NS,41,37,78,9
SE Hawthorne & 12th,2599,E,NS,208,193,401,28
SE Hawthorne & 14th,2602,W,FS,41,34,75,6
SE Hawthorne & 16th,2603,E,FS,42,58,100,43
SE Hawthorne & 16th,2604,W,NS,67,36,103,55
SE Hawthorne & 19th,2606,W,FS,82,26,108,6
SE Hawthorne & 20th,2607,E,FS,35,59,94,12
SE Hawthorne & 23rd,2608,E,NS,36,48,84,1
SE Hawthorne & 22nd,2609,W,NS,81,49,130,14
SE Hawthorne & 25th,2611,W,FS,49,20,69,7
SE Hawthorne & 25th,2612,E,FS,17,35,52,3
SE Hawthorne & 27th,2613,W,NS,101,68,169,23
SE Hawthorne & 28th,2614,E,OP,65,148,213,34
SE Hawthorne & 30th,2615,E,NS,35,66,101,2
SE Hawthorne & 30th,2616,W,NS,89,37,126,8
SE Hawthorne & 32nd Pl,2617,E,FS,15,45,60,2
SE Hawthorne & 32nd,2619,W,NS,46,15,61,1
SE Hawthorne & 34th,2620,E,FS,44,79,123,8
SE Hawthorne & 37th,2623,E,FS,48,120,168,40
SE Hawthorne & 37th,2624,W,NS,106,43,149,25
SE Hawthorne & Cesar Chavez Blvd,2625,E,NS,165,205,370,76
SE Hawthorne & Cesar Chavez Blvd,2626,W,FS,200,152,352,117
SE Hawthorne & 41st,2628,E,NS,50,79,129,14
 ,,,,,,,
TriMet Passenger Census - Fall 2019,35,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE Hawthorne & 41st,2629,W,NS,60,32,92,11
SE Hawthorne & 44th,2630,E,NS,25,55,80,6
SE Hawthorne & 44th,2632,W,FS,65,28,93,2
SE Hawthorne & 47th,2633,E,FS,32,68,100,9
SE Hawthorne & 47th,2635,W,OP,62,23,85,4
Hawthorne Bridge,2641,E,AT,85,87,172,6
Hawthorne Bridge,2642,W,AT,81,98,179,17
Hawthorne Bridge Ramp & SE M L King,2643,E,FS,34,230,264,26
N Hayden Meadows Dr & Whitaker,2648,E,FS,23,23,46,28
SW Heiney & Binford Lake,2650,S,NS,5,2,7,0
S High & 1st,2662,N,NS,1,3,4,1
S High & 1st,2663,S,FS,3,0,3,1
High & 3rd,2664,N,NS,2,7,9,3
High & 5th,2666,N,NS,4,6,10,7
SW Highland & Linneman,2667,E,FS,0,0,0,0
SW Highland & Linneman,2668,W,OP,0,0,0,0
SW Highland & 11th St,2669,N,FS,25,9,34,2
SW Highland & 11th St,2670,S,FS,7,1,8,2
SW Highland & 14th Dr,2671,E,NS,0,0,0,0
Hillsboro Transit Center,2672,E,AT,140,62,202,31
Holcomb & Apperson,2674,E,OP,0,3,3,0
Holcomb & Apperson,2675,W,NS,3,0,3,0
S Holcomb & Hunter Ave,2679,W,NS,1,0,1,0
S Holcomb & Swan Ave,2681,E,NS,0,1,1,0
S Holcomb & Swan Ave,2682,W,NS,4,0,4,0
SE Holgate & 117th,2683,W,NS,22,1,23,0
SE Holgate & 125th,2684,E,FS,1,2,3,0
SE Holgate & 134th Dr,2685,E,NS,111,132,243,49
SE Holgate & 100th,2686,E,FS,1,22,23,1
SE Holgate & 101st,2687,W,FS,24,1,25,0
SE Holgate & 103rd,2690,W,NS,83,13,96,23
SE Holgate & 104th,2691,E,NS,13,80,93,34
SE Holgate & 107th,2692,E,OP,1,7,8,1
SE Holgate & 108th Pl,2695,W,OP,15,2,17,2
SE Holgate & 112th,2696,E,NS,6,49,55,12
SE Holgate & 112th,2697,W,NS,55,10,65,15
SE Holgate & 115th,2699,E,FS,2,26,28,7
SE Holgate & 115th,2700,W,NS,24,2,26,1
SE Holgate & 118th,2701,E,NS,1,25,26,1
SE Holgate & 122nd,2703,E,FS,22,179,201,55
SE Holgate & 122nd,2705,W,FS,110,10,120,37
SE Holgate & 128th,2706,E,NS,1,18,19,8
SE Holgate & 130th,2707,E,FS,1,13,14,23
SE Holgate & 136th,2708,E,NS,25,1,26,0
SE Holgate & 26th,2712,E,NS,15,30,45,4
SE Holgate & 26th,2713,W,NS,26,16,42,3
SE Holgate & 28th,2714,E,FS,44,90,134,4
 ,,,,,,,
TriMet Passenger Census - Fall 2019,36,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SE Holgate & 28th,2715,W,NS,103,39,142,3
SE Holgate & 32nd,2718,E,OP,43,50,93,87
SE Holgate & 32nd,2719,W,NS,42,43,85,107
SE Holgate & 34th,2720,E,NS,10,28,38,3
SE Holgate & 34th,2721,W,OP,28,9,37,2
SE Holgate & 36th,2722,E,NS,7,34,41,1
SE Holgate & 36th,2723,W,NS,61,9,70,0
SE Holgate & Cesar Chavez Blvd,2726,E,OP,68,128,196,66
SE Holgate & Cesar Chavez Blvd,2727,W,NS,116,72,188,69
SE Holgate & 41st,2728,E,NS,9,46,55,11
SE Holgate & 41st,2729,W,OP,49,10,59,3
SE Holgate & 45th,2732,E,NS,4,32,36,0
SE Holgate & 45th,2733,W,NS,26,5,31,0
SE Holgate & 47th,2734,E,NS,2,15,17,1
SE Holgate & 47th,2735,W,NS,14,3,17,0
SE Holgate & 49th,2736,E,NS,2,19,21,1
SE Holgate & 49th,2737,W,NS,21,3,24,1
SE Holgate & 52nd,2738,E,FS,45,71,116,18
SE Holgate & 52nd,2739,W,FS,85,42,127,21
SE Holgate & 56th,2740,E,NS,4,7,11,2
SE Holgate & 56th,2741,W,NS,12,3,15,0
SE Holgate & 58th,2742,E,NS,5,29,34,3
SE Holgate & 58th,2743,W,NS,35,7,42,3
SE Holgate & 62nd,2746,E,NS,55,104,159,71
SE Holgate & 62nd,2747,W,OP,86,45,131,91
SE Holgate & 64th,2748,W,NS,36,39,75,22
SE Holgate & 65th,2749,E,NS,27,28,55,22
SE Holgate & 67th,2750,E,FS,12,18,30,12
SE Holgate & 67th,2751,W,NS,26,12,38,15
SE Holgate & 70th,2752,E,NS,5,12,17,1
SE Holgate & 70th,2753,W,NS,14,5,19,2
SE Holgate & 72nd,2754,E,NS,6,21,27,3
SE Holgate & 72nd,2755,W,NS,25,7,32,5
SE Holgate & 74th,2756,W,NS,20,5,25,1
SE Holgate & 75th,2757,E,NS,5,22,27,2
SE Holgate & 77th,2758,E,FS,2,12,14,0
SE Holgate & 77th,2759,W,OP,16,2,18,1
SE Holgate & 79th,2760,E,NS,10,48,58,30
SE Holgate & 79th,2761,W,NS,42,13,55,9
SE Holgate & 83rd,2762,E,NS,189,225,414,185
SE Holgate & 82nd,2763,W,FS,159,114,273,80
SE Holgate & 88th,2767,E,FS,8,28,36,3
SE Holgate & 88th,2768,W,NS,27,10,37,1
NE Hood & 9th ,2798,S,OP,1,18,19,3
SW Huber & Capitol Hwy,2804,E,FS,5,4,9,0
SW Huber & 35th ,2806,E,NS,2,1,3,0
SW Huber & 40th ,2809,W,FS,0,1,1,0
 ,,,,,,,
TriMet Passenger Census - Fall 2019,37,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
7500 Block SW Hunziker,2810,W,AT,3,1,4,0
8000 Block SW Hunziker,2811,W,AT,4,0,4,0
8000 Block SW Hunziker,2812,E,OP,0,4,4,0
SW Hunziker & Hall,2815,E,FS,2,1,3,0
SW Hunziker & Knoll,2816,W,NS,2,2,4,7
SW Hunziker & 72nd,2817,W,FS,32,7,39,1
SW Hunziker & 72nd,2818,E,NS,6,40,46,14
29800 Block SE Hwy 211,2819,W,AT,0,0,0,0
SE Hwy 211 & Hwy 224,2824,E,FS,1,2,3,0
Molalla & Char Diaz Dr,2827,S,FS,0,4,4,2
Molalla & Lazy Creek Ln,2828,N,OP,25,2,27,6
Molalla & Sebastian Way,2830,E,NS,0,24,24,3
Molalla & Clairmont,2837,N,FS,79,7,86,14
Molalla & Clairmont,2838,S,FS,5,78,83,21
Molalla & Gaffney Ln,2841,N,NS,49,8,57,22
Molalla & Gaffney Ln,2842,S,FS,6,46,52,42
Molalla & Warner-Milne,2866,S,FS,1,19,20,7
10800 Block SE Highway 212,2868,E,AT,1,14,15,0
SE Hwy 224 & Eckert Ln,2870,S,NS,0,3,3,0
15700 Block SE Hwy 224,2872,S,AT,0,8,8,3
15700 Block SE Hwy 224,2873,N,OP,9,0,9,4
SE Hwy 224 & Springwater Rd,2874,W,OP,3,1,4,0
16200 Block SE Hwy 224,2875,E,AT,1,4,5,0
SE Hwy 224 & Amisigger Rd,2876,W,NS,1,0,1,0
SE Hwy 224 & Amisigger Rd,2877,E,OP,0,1,1,0
SE Hwy 224 & Bartlemay,2878,W,FS,1,0,1,0
SE Hwy 224 & Barton Church,2879,E,AT,0,0,0,0
SE Hwy 224 & Barton Church,2880,W,OP,0,0,0,0
SE Hwy 224 & Bakers Ferry Rd,2881,E,FS,2,7,9,0
SE Hwy 224 & Bakers Ferry Rd,2882,W,OP,7,2,9,0
16400 Block SE Hwy 224,2883,E,OP,0,0,0,0
16400 Block SE Hwy 224,2884,W,AT,0,0,0,0
16000 Block SE Hwy 224,2885,S,FS,0,2,2,0
16000 Block SE Hwy 224,2886,N,NS,1,0,1,0
SE Hwy 212 & Evelyn,2888,E,NS,3,27,30,1
SE Hwy 212 & 102nd,2889,W,FS,14,4,18,1
SE Hwy 212 & 130th,2890,W,NS,8,0,8,0
Hwy 212 & Fred Meyer Dc Entr,2891,E,FS,3,18,21,0
11400 Block SE Hwy 212,2892,W,AT,13,2,15,0
SE Hwy 224 & Hwy 212,2895,S,FS,0,1,1,0
SE Hwy 224 & Hwy 212,2896,N,NS,0,0,0,0
SE Hwy 224 & Marna,2898,W,FS,0,0,0,0
10700 Block SE Hwy 212,2899,W,AT,14,1,15,0
SE Hwy 224 & Odell,2900,E,NS,0,0,0,0
SE Hwy 212 & 122nd,2904,E,FS,2,28,30,0
SE Hwy 212 & 122nd,2905,W,FS,14,4,18,0
SE Hwy 212 & 130th,2906,E,NS,0,11,11,0
 ,,,,,,,
TriMet Passenger Census - Fall 2019,38,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE Hwy 224 & 135th,2907,E,FS,4,13,17,0
SE Hwy 224 & 142nd,2908,E,NS,1,12,13,2
SE Hwy 224 & 142nd,2909,W,NS,12,1,13,2
SE Hwy 224 & 152nd,2910,E,OP,0,1,1,0
SE Hwy 224 & 152nd,2911,W,NS,2,0,2,0
SE Hwy 224 & 197th,2912,E,FS,0,0,0,0
SE Hwy 224 & 197th,2913,W,OP,0,0,0,0
SE Hwy 224 & 82nd Dr,2914,E,NS,33,24,57,6
SE Hwy 212 & 82nd Dr,2915,W,NS,8,26,34,4
N Interstate & Albina,2945,S,NS,14,21,35,2
N Interstate & Graham,2962,N,FS,2,4,6,0
N Interstate & Graham,2964,S,OP,3,2,5,0
N Ivanhoe & Baltimore,3008,N,NS,33,9,42,1
N Ivanhoe & Charleston,3009,E,NS,2,48,50,7
Jackson & 12th,3020,S,NS,2,3,5,0
Jackson & 12th,3021,N,NS,2,5,7,0
Jackson & 15th,3024,S,NS,2,2,4,1
Jackson & 15th,3025,N,NS,1,1,2,0
Jean Rd & Bryant,3030,E,NS,1,0,1,0
Jean Rd & Bryant,3031,W,FS,0,1,1,0
Jean Rd & Schalit,3032,E,FS,2,0,2,0
SW Jean Rd & Tualata,3033,W,OP,0,1,1,0
Jean Rd & Schalit,3036,W,FS,0,1,1,0
SW Jean Rd & Tualata,3038,E,FS,1,0,1,0
SW Jefferson & Broadway,3039,W,NS,9,464,473,50
Jefferson & Independence,3040,S,OP,1,11,12,0
Jefferson & Independence,3041,N,NS,8,0,8,0
2 Jefferson Parkway,3043,E,FS,3,1,4,0
SW Jefferson & McNary,3045,S,FS,0,7,7,0
SW Jefferson Pkwy & McNary Pkwy,3046,N,NS,7,0,7,0
Jefferson & Mt Jefferson,3048,N,FS,2,0,2,0
SW Jefferson & 10th,3049,W,NS,99,349,448,107
SW Jefferson & 13th,3051,W,NS,28,94,122,57
SW Jefferson & 16th,3052,W,NS,56,83,139,7
SW Jefferson & 20th,3054,W,NS,41,18,59,5
Jenkins & Bardeen,3056,E,NS,1,3,4,0
SW Jenkins & Ecole,3062,W,NS,6,9,15,1
SW Jenkins & Briggs,3063,W,FS,3,7,10,0
SW Jenkins & Karl Braun,3064,E,FS,9,4,13,31
SW Jenkins & Hocken,3067,E,NS,12,10,22,6
SW Jenkins & Ecole,3069,E,OP,9,3,12,0
N Vancouver & Jessup,3070,N,NS,8,16,24,5
SE Johnson Creek & 42nd,3076,W,FS,8,12,20,0
SE Johnson Creek & Brookside,3077,N,FS,28,11,39,8
SE Johnson Creek & Brookside,3078,S,OP,11,17,28,2
SE Johnson Creek & Springwater Corridor,3079,N,NS,14,6,20,7
SE Johnson Creek & Springwater Corridor,3080,S,FS,10,23,33,11
 ,,,,,,,
TriMet Passenger Census - Fall 2019,39,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE Johnson Creek & 32nd,3081,W,NS,1,2,3,1
SE Johnson Creek & 36th,3082,W,OP,2,5,7,16
SE Johnson Creek & 36th,3083,E,NS,4,3,7,19
SE Johnson Creek & 42nd,3086,E,FS,13,7,20,1
NE Kane & 18th Ct,3091,N,OP,23,9,32,7
NE Kane & Division,3092,N,FS,56,41,97,74
NE Kane & Division,3093,S,NS,53,61,114,76
NE Kane & SE Stark,3094,N,NS,6,5,11,1
NE Kane & 15th,3097,N,FS,36,32,68,11
NE Kane & 18th Ct,3099,S,NS,15,28,43,8
SE Kane & 2nd,3100,N,OP,0,5,5,0
SE Kane & 2nd,3101,S,FS,6,0,6,0
NE Kane & 2nd Ct,3102,N,OP,1,1,2,1
NE Kane & 23rd,3104,S,FS,28,27,55,9
NE Kane & 23rd,3105,N,FS,26,32,58,4
NE Kane & 8th,3106,S,FS,1,0,1,0
NE Kane & 8th,3107,N,NS,0,2,2,0
SW Kelly & Corbett,3116,N,NS,18,33,51,14
50 Block Kerr Parkway,3125,S,AT,1,7,8,0
50 Block Kerr Parkway,3126,N,OP,7,1,8,0
Kerr & Boones Ferry Rd,3127,S,NS,2,5,7,4
Kerr & Independence,3129,N,FS,2,0,2,0
Kerr & Jefferson Pkwy,3132,N,FS,7,5,12,0
Kerr & McNary,3133,N,FS,7,3,10,0
Kerr & Tanglewood,3134,E,FS,1,4,5,0
Kerr & Tanglewood,3135,W,FS,5,1,6,0
Kerr & The Grotto,3137,S,FS,4,6,10,0
Kerr & The Grotto,3138,N,OP,8,5,13,3
Kerr & Touchstone,3141,E,NS,4,21,25,1
4500 Block NE Killingsworth,3144,E,AT,19,23,42,1
5700 Block NE Killingsworth,3145,E,AT,11,9,20,1
NE Killingsworth & 60th,3146,E,NS,64,64,128,27
6300 Block NE Killingsworth,3147,W,AT,28,33,61,0
NE Killingsworth & 64th,3148,E,FS,46,26,72,1
7700 Block NE Killingsworth,3149,W,AT,1,3,4,0
N Killingsworth & Albina,3153,E,NS,253,52,305,40
N Killingsworth & Albina,3154,W,NS,59,252,311,45
N Killingsworth & Commercial,3156,E,NS,113,20,133,8
N Killingsworth & Commercial,3157,W,FS,33,229,262,36
N Killingsworth & Concord,3158,E,NS,15,3,18,0
N Killingsworth & Concord,3159,W,NS,3,17,20,0
N Killingsworth & Delaware,3160,E,NS,17,1,18,3
N Killingsworth & Delaware,3161,W,NS,1,22,23,2
N Killingsworth & Denver,3162,E,NS,27,3,30,2
N Killingsworth & Denver,3163,W,NS,2,23,25,3
NE Killingsworth & Garfield,3165,E,NS,17,41,58,15
N Greeley & Willamette,3167,S,NS,2,42,44,3
 ,,,,,,,
TriMet Passenger Census - Fall 2019,40,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Killingsworth & Interstate,3169,E,FS,266,58,324,60
N Killingsworth & Interstate,3170,W,NS,44,233,277,76
N Killingsworth & Kerby,3171,E,NS,152,44,196,35
N Killingsworth & Michigan,3173,E,NS,30,10,40,2
N Killingsworth & Michigan,3174,W,NS,9,28,37,1
N Killingsworth & Gay Ave,3179,E,NS,13,1,14,1
N Killingsworth & Omaha,3180,W,NS,2,18,20,0
N Killingsworth & Vancouver,3183,E,NS,98,41,139,22
N Killingsworth & Vancouver,3184,W,NS,59,147,206,51
8100 Block NE Killingsworth,3185,E,AT,48,16,64,0
7600 Block NE Killingsworth,3186,E,AT,6,1,7,1
NE Killingsworth & 31st,3189,W,NS,13,34,47,1
NE Killingsworth & 33rd,3191,E,FS,119,101,220,47
NE Killingsworth & 33rd,3192,W,FS,92,94,186,37
NE Killingsworth & 35th,3193,E,NS,5,6,11,0
NE Killingsworth & 35th,3194,W,NS,8,14,22,1
NE Killingsworth & 36th,3195,E,NS,8,13,21,23
NE Killingsworth & 36th,3196,W,NS,13,11,24,26
NE Killingsworth & Cesar Chavez Blvd,3197,W,NS,8,6,14,1
NE Killingsworth & Cesar Chavez Blvd,3198,E,NS,5,7,12,1
NE Killingsworth & 42nd,3199,E,FS,134,131,265,13
NE Killingsworth & 42nd,3200,W,NS,125,140,265,20
NE Killingsworth & 46th Pl,3201,W,OP,21,14,35,1
NE Killingsworth & 49th,3202,E,FS,16,24,40,4
NE Killingsworth & 49th,3203,W,OP,19,16,35,0
NE Killingsworth & 52nd,3204,E,FS,34,44,78,18
NE Killingsworth & 52nd,3205,W,OP,57,41,98,15
NE Killingsworth & 54th,3207,W,OP,29,31,60,9
NE Killingsworth & 55th,3208,E,OP,27,34,61,7
NE Killingsworth & 57th,3209,W,OP,12,11,23,0
NE Killingsworth & 60th,3210,W,NS,58,72,130,13
NE Killingsworth & 72nd,3211,E,FS,75,38,113,19
NE Killingsworth & 72nd,3212,W,NS,34,69,103,24
NE Killingsworth & 75th,3215,W,NS,1,3,4,2
NE Killingsworth & 82nd,3216,W,FS,20,51,71,3
N Kilpatrick & Brandon,3218,W,NS,10,8,18,3
N Kilpatrick & Brandon,3219,E,NS,5,11,16,0
N Kilpatrick & Denver,3221,W,FS,76,48,124,47
N Kilpatrick & Denver,3222,E,NS,36,60,96,9
7100 Block SE King,3224,E,AT,7,7,14,0
7900 Block SE King,3226,E,AT,5,21,26,6
SE King & Fuller,3228,W,OP,190,27,217,42
SE King & Bell,3229,W,NS,88,24,112,7
SE King & Bell,3230,E,OP,10,45,55,4
SE King & Hollywood,3231,E,OP,8,7,15,2
SE King & Hollywood,3232,W,FS,8,10,18,1
SE King & Home,3233,E,FS,8,6,14,0
 ,,,,,,,
