location,location_id,direction,position,ons,offs,total,lifts
SE Tualatin Valley Hwy & 24th,5612,W,FS,41,83,124,50
SE Tualatin Valley Hwy & Brookwood,5614,E,FS,62,56,118,13
SE Tualatin Valley Hwy & 11th,5615,N,FS,21,40,61,8
SE Tualatin Valley Hwy & 13th,5616,W,NS,32,31,63,9
SW Tualatin Valley Hwy & 142nd,5617,E,NS,6,14,20,1
SW Tualatin Valley Hwy & 160th,5618,E,FS,53,31,84,7
SW Tualatin Valley Hwy & Millikan Blvd,5619,W,NS,36,55,91,8
SW Tualatin Valley Hwy & 170th,5620,E,FS,108,62,170,17
SW Tualatin Valley Hwy & 170th,5621,W,FS,73,113,186,13
SW Tualatin Valley Hwy & 174th,5622,W,NS,7,14,21,0
SW Tualatin Valley Hwy & 174th,5623,E,OP,19,8,27,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,68,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Tualatin Valley Hwy & 178th,5624,E,OP,70,48,118,3
SW Tualatin Valley Hwy & 178th,5625,W,FS,45,69,114,3
SW Tualatin Valley Hwy & 185th,5628,E,FS,115,167,282,38
SW Tualatin Valley Hwy & 185th,5629,W,FS,171,116,287,34
SW Tualatin Valley Hwy & 192nd,5633,W,FS,22,28,50,11
SW Tualatin Valley Hwy & 192nd,5634,E,OP,12,11,23,3
SW Tualatin Valley Hwy & 198th,5635,W,FS,78,66,144,17
SW Tualatin Valley Hwy & 209th,5637,E,NS,29,32,61,3
SW Tualatin Valley Hwy & 209th,5638,W,NS,18,19,37,4
SE Tualatin Valley Hwy & Cypress,5639,W,FS,145,97,242,46
SW Tualatin Valley Hwy & 214th,5642,E,OP,11,14,25,0
SE Tualatin Valley Hwy & Cornelius Pass,5643,E,FS,33,38,71,8
SE Tualatin Valley Hwy & 75th,5644,W,NS,35,37,72,6
SE Tualatin Valley Hwy & 67th,5650,W,FS,28,73,101,27
SE Tualatin Valley Hwy & 67th (229th),5651,E,NS,47,24,71,21
SE Tualatin Valley Hwy & SW 234th,5652,E,NS,100,107,207,44
SE Tualatin Valley Hwy & Century,5653,W,NS,98,92,190,40
SE Tualatin Valley Hwy & Imlay,5654,W,NS,11,10,21,4
SE Tualatin Valley Hwy & Imlay,5655,E,OP,6,7,13,0
SE Tacoma & 13th,5664,E,FS,4,45,49,1
SE Tacoma & 13th,5665,W,FS,46,6,52,0
SE Tacoma & 17th,5668,E,FS,5,24,29,0
SE Tacoma & 17th,5669,W,FS,29,4,33,1
SE Tacoma & 7th,5675,W,NS,22,2,24,1
SE Tacoma & 7th,5676,E,FS,4,24,28,1
SW Talbot & Patton,5679,E,FS,2,1,3,0
SW Talbot & Patton,5680,W,NS,6,0,6,0
SW Talbot Terrace & Greenway,5681,E,NS,0,0,0,0
SW Talbot & Talbot Terrace,5682,N,FS,1,0,1,0
SW Taylors Ferry & Dolph,5687,S,FS,0,1,1,0
SW Taylors Ferry & Marigold,5688,N,FS,1,0,1,0
SW Taylors Ferry & Marigold,5689,S,NS,0,0,0,0
1400 Block SW Taylors Ferry,5690,E,AT,1,0,1,0
2200 Block SW Taylors Ferry,5691,E,AT,2,0,2,0
2200 Block SW Taylors Ferry,5692,W,AT,0,0,0,0
7100 Block SW Taylors Ferry,5693,W,OP,0,0,0,0
7100 Block SW Taylors Ferry,5694,E,AT,1,0,1,0
SW Taylors Ferry & 78th Pl,5695,E,FS,1,0,1,0
SW Taylors Ferry & 78th Pl,5696,W,NS,0,1,1,0
SW Taylors Ferry & Capitol Hwy,5697,W,NS,15,2,17,1
SW Taylors Ferry & Dolph,5699,N,OP,1,0,1,0
SW Taylors Ferry & Fulton Park Blvd,5700,S,NS,0,0,0,0
SW Taylors Ferry & Riverview,5703,E,OP,0,1,1,0
SW Taylors Ferry & Riverview,5704,S,AT,0,0,0,0
SW Taylors Ferry & Riverview (2nd),5705,W,AT,0,0,0,0
SW Taylors Ferry & Terwilliger,5706,E,NS,10,7,17,1
SW Taylors Ferry & 10th,5707,E,NS,3,1,4,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,69,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Taylors Ferry & 10th,5708,W,NS,1,2,3,0
SW Taylors Ferry & 11th,5709,W,NS,9,3,12,0
SW Taylors Ferry & 11th,5710,E,NS,1,0,1,0
SW Taylors Ferry & Taylors Ferry Ct,5711,W,OP,0,1,1,0
SW Taylors Ferry & Taylors Ferry Ct,5712,E,FS,1,0,1,0
SW Taylors Ferry & 17th,5713,W,FS,0,2,2,0
SW Taylors Ferry & 17th,5714,E,OP,1,0,1,0
SW Taylors Ferry & 19th,5715,W,FS,0,0,0,0
SW Taylors Ferry & 19th,5716,E,OP,1,0,1,0
SW Taylors Ferry & 2nd,5717,E,OP,1,0,1,0
SW Taylors Ferry & 2nd,5718,W,NS,0,2,2,0
SW Taylors Ferry & 23rd Dr,5719,S,FS,0,2,2,0
SW Taylors Ferry & 26th,5720,W,NS,1,2,3,0
SW Taylors Ferry & 26th,5721,E,FS,1,1,2,0
SW Taylors Ferry & 28th,5722,W,FS,0,0,0,0
SW Taylors Ferry & 28th,5723,E,OP,0,0,0,0
SW Taylors Ferry & 30th,5724,W,FS,0,1,1,0
SW Taylors Ferry & 30th,5725,E,OP,1,0,1,0
SW Taylors Ferry & 46th,5726,W,FS,1,1,2,0
SW Taylors Ferry & 46th,5727,E,OP,0,0,0,0
SW Taylors Ferry & 48th,5728,W,NS,0,0,0,0
SW Taylors Ferry & 48th,5729,E,NS,1,1,2,0
SW Taylors Ferry & 49th,5730,W,NS,2,2,4,0
SW Taylors Ferry & 52nd,5732,W,FS,0,2,2,1
SW Taylors Ferry & 52nd,5733,E,FS,1,0,1,0
SW Taylors Ferry & 53rd,5734,W,FS,0,1,1,0
SW Taylors Ferry & 53rd,5735,E,FS,1,0,1,0
SW Taylors Ferry & 55th,5736,W,NS,0,3,3,0
SW Taylors Ferry & 55th,5737,E,FS,3,1,4,0
SW Taylors Ferry & 57th,5738,W,OP,0,1,1,0
SW Taylors Ferry & 57th,5739,E,NS,1,0,1,0
SW Taylors Ferry & 60th,5740,W,OP,0,2,2,0
SW Taylors Ferry & 60th,5741,E,NS,3,0,3,0
SW Taylors Ferry & 62nd,5742,E,FS,5,0,5,0
SW Taylors Ferry & 62nd,5743,W,NS,0,7,7,0
SW Taylors Ferry & 65th,5745,E,FS,0,0,0,0
SW Taylors Ferry & 66th,5746,E,FS,0,0,0,0
SW Taylors Ferry & 69th,5747,W,OP,1,2,3,0
SW Taylors Ferry & 69th,5748,E,FS,2,1,3,1
SW Taylors Ferry & 7th,5749,W,NS,13,15,28,0
SW Taylors Ferry & 74th,5752,E,FS,1,0,1,0
SW Taylors Ferry & 80th,5754,W,NS,0,2,2,0
SW Terwilliger & Maplecrest ,5779,E,NS,1,9,10,0
SW Terwilliger & Alice ,5780,S,FS,0,3,3,0
SW Terwilliger & Alice ,5781,N,OP,3,0,3,0
SW Terwilliger & Bancroft ,5782,S,AT,0,0,0,0
SW Terwilliger & Bancroft Terrace,5783,W,FS,0,0,0,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,70,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Terwilliger & Burlingame Terr,5785,S,FS,0,1,1,0
SW Terwilliger & Caldew,5786,N,OP,8,0,8,0
SW Terwilliger & Caldew,5787,S,FS,0,7,7,0
SW Terwilliger & Capitol Hwy,5788,N,NS,7,0,7,0
SW Terwilliger & Capitol Hwy,5789,S,NS,0,2,2,0
SW Terwilliger & Carson,5790,N,NS,5,5,10,0
SW Terwilliger & Chestnut,5791,N,NS,10,0,10,0
SW Terwilliger & Chestnut,5792,S,FS,0,9,9,0
9800 Block SW Terwilliger,5794,S,AT,0,5,5,0
SW Terwilliger & Hamilton,5795,E,FS,0,0,0,0
SW Terwilliger & Hamilton Terrace,5796,N,FS,1,0,1,0
SW Terwilliger & L&C Law School,5797,W,OP,4,0,4,0
SW Terwilliger & Lobelia,5798,N,NS,4,0,4,0
SW Terwilliger & Lobelia,5799,S,NS,0,3,3,0
SW Terwilliger & Nebraska,5800,N,FS,0,0,0,0
SW Terwilliger & Primrose,5801,N,NS,9,0,9,1
SW Terwilliger & Primrose,5802,S,FS,0,9,9,1
SW Terwilliger & Ralston Dr,5803,N,NS,1,0,1,0
SW Terwilliger & Sam Jackson,5804,S,FS,27,7,34,2
SW Terwilliger & Taylors Ferry,5806,N,NS,6,2,8,0
SW Terwilliger & Taylors Ferry,5807,S,FS,2,7,9,0
SW Terwilliger & 6th,5808,S,NS,0,4,4,0
SW Terwilliger & Troy,5809,N,FS,2,0,2,0
SW Terwilliger & Westwood,5811,N,OP,1,0,1,0
SW Terwilliger & Westwood,5812,S,FS,0,0,0,0
SW Terwilliger & 2nd,5813,W,FS,17,3,20,0
SW Terwilliger & 6th,5814,N,OP,4,1,5,0
SW Terwilliger & Carson,5816,S,OP,0,4,4,0
NW Thurman & Gordon,5824,W,NS,9,12,21,1
NW Thurman & 26th,5831,W,NS,1,48,49,10
NW Thurman & 26th,5832,E,FS,46,0,46,4
NW Thurman & 27th,5835,W,FS,1,52,53,3
NW Thurman & 27th,5836,E,FS,59,30,89,4
NW Thurman & 28th,5837,W,FS,12,33,45,1
NW Thurman & 29th,5839,W,OP,1,6,7,0
NW Thurman & 29th,5840,E,NS,8,0,8,0
NW Thurman & 32nd,5841,W,NS,2,8,10,0
NW Thurman & 32nd,5842,E,NS,8,0,8,0
NW Thurman & 34th,5843,W,OP,2,5,7,0
NW Thurman & 34th,5844,E,NS,6,0,6,0
Tigard Transit Center,5846,S,AT,476,357,833,85
SW Towle & 10th Dr,5851,N,FS,1,0,1,0
SW Towle & 10th Ct,5852,S,NS,0,1,1,0
SW Towle & 14th,5853,N,FS,0,0,0,0
SW Towle & 14th,5854,S,OP,0,0,0,0
SW Towle & 19th Dr,5855,S,OP,0,2,2,0
N Trenton & Alaska,5862,W,FS,32,45,77,24
 ,,,,,,,
TriMet Passenger Census -Spring 2019,71,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
2800 Block S Troutdale,5864,N,OP,0,0,0,0
3000 Block S Troutdale,5865,S,AT,0,0,0,0
S Troutdale & SE Beavercreek,5867,N,FS,0,1,1,0
S Troutdale & SE Beavercreek,5868,S,FS,1,0,1,0
S Troutdale & SE Chapman,5869,N,NS,1,2,3,0
S Troutdale Rd & SW Chapman,5870,S,NS,3,0,3,0
S Troutdale Rd & SE Stark,5871,N,FS,2,4,6,0
S Troutdale & SE Stark,5872,S,NS,6,1,7,0
S Troutdale & SE 19th,5874,N,FS,0,1,1,0
S Troutdale & SE 19th,5875,S,OP,1,0,1,0
S Troutdale & SE 21st,5876,N,FS,0,1,1,0
S Troutdale & SW 21st,5877,S,FS,3,0,3,0
SW Troy & 35th,5878,W,FS,34,103,137,13
SE Umatilla & 16th,5884,E,NS,1,8,9,0
NE M L King & Ainsworth,5886,N,NS,58,108,166,70
NE M L King & Ainsworth,5887,S,NS,89,39,128,53
NE M L King & Alberta,5889,S,FS,193,40,233,35
NE M L King & Alberta,5890,N,FS,143,392,535,94
SE M L King & Ash,5892,S,NS,11,30,41,2
NE M L King & Beech,5893,S,NS,81,36,117,19
NE M L King & Beech,5894,N,NS,37,69,106,21
NE M L King & Brazee,5896,N,NS,23,73,96,15
NE M L King & Broadway,5897,S,NS,31,89,120,62
NE M L King & Bryant,5899,N,NS,78,85,163,50
NE M L King & Bryant,5900,S,NS,34,18,52,5
NE M L King & E Burnside,5901,S,NS,80,226,306,67
NE M L King & Dekum,5903,N,NS,13,76,89,22
NE M L King & Dekum,5904,S,NS,74,16,90,14
NE M L King & Failing,5906,N,FS,28,78,106,39
NE M L King & Failing,5907,S,NS,90,28,118,22
NE M L King & Fargo,5908,S,FS,48,22,70,24
NE M L King & Fargo,5909,N,NS,11,35,46,8
NE M L King & Fremont,5910,N,NS,43,102,145,26
NE M L King & Fremont,5911,S,NS,73,48,121,24
NE M L King & Hoyt,5912,S,NS,59,20,79,7
NE M L King & Hancock,5914,S,NS,13,9,22,6
NE M L King & Holladay,5917,S,NS,99,463,562,101
NE M L King & Holland,5918,N,NS,13,38,51,5
NE M L King & Holland,5919,S,NS,154,90,244,77
NE M L King & Holman,5920,N,FS,3,14,17,2
NE M L King & Jarrett,5923,S,NS,71,23,94,24
NE M L King & Jarrett,5924,N,NS,15,57,72,18
NE M L King & Killingsworth,5927,S,FS,399,330,729,226
NE M L King & Killingsworth,5929,N,NS,84,187,271,92
NE M L King & Knott,5930,N,NS,37,91,128,18
NE M L King & Knott,5931,S,NS,91,40,131,22
NE M L King & Lombard St,5932,N,NS,63,66,129,26
 ,,,,,,,
TriMet Passenger Census -Spring 2019,72,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE M L King & Mill,5933,S,FS,0,0,0,0
NE M L King & Mason,5934,S,FS,82,32,114,80
NE M L King & Mason,5935,N,NS,35,78,113,61
NE M L King & Morgan,5937,N,NS,8,19,27,3
NE M L King & Morris,5938,S,FS,67,25,92,11
NE M L King & Morris,5939,N,FS,36,83,119,17
NE M L King & Rosa Parks Way,5943,S,NS,38,7,45,4
NE M L King & Rosa Parks Way,5944,N,NS,5,25,30,6
NE M L King & Prescott,5946,N,NS,19,43,62,5
NE M L King & Prescott,5947,S,OP,63,20,83,9
NE M L King & Russet,5950,S,FS,41,57,98,26
NE M L King & Sacramento,5951,S,OP,69,23,92,8
NE M L King & Tillamook,5955,S,NS,23,15,38,3
NE M L King & Tillamook,5956,N,NS,23,35,58,6
NE M L King & Wasco,5958,S,NS,24,90,114,23
NE M L King & Weidler,5960,S,FS,47,78,125,34
NE M L King & Wygant,5961,S,FS,26,11,37,2
NE M L King & Wygant,5962,N,NS,13,52,65,9
15800 Block SW 72nd,5973,S,AT,1,2,3,0
US Veterans Hospital,5975,S,AT,471,680,"1,151",494
N Vancouver & Ainsworth,5976,N,NS,5,12,17,1
N Vancouver & Ainsworth,5977,S,NS,13,3,16,0
N Vancouver & Alberta,5978,S,NS,82,20,102,13
N Vancouver & Beech,5979,S,NS,20,9,29,3
N Vancouver & Fargo,5984,S,OP,64,22,86,43
N Vancouver & Holman,5991,N,NS,2,14,16,1
N Vancouver & Holman,5992,S,NS,11,2,13,0
N Vancouver & Jessup,5995,S,NS,13,3,16,0
N Vancouver & Killingsworth,5996,S,FS,63,43,106,23
N Vancouver & Knott,5997,S,NS,114,61,175,73
N Vancouver & Ivy,6000,S,NS,195,107,302,30
N Vancouver & Page,6001,S,NS,23,18,41,3
N Vancouver & Russell,6003,S,FS,16,11,27,19
N Vancouver & Shaver,6004,S,NS,34,10,44,4
N Vancouver & Skidmore,6005,S,NS,71,9,80,1
N Vancouver & Stanton,6006,S,NS,171,104,275,125
N Vancouver & Tillamook,6008,S,NS,17,7,24,3
N Vancouver & Weidler,6009,S,NS,23,95,118,37
N Vancouver & Wygant,6010,S,NS,24,2,26,0
NW Vaughn & 24th,6013,E,NS,47,3,50,7
NW Vaughn & 24th,6014,W,NS,3,43,46,7
1900 Block SW Vermont,6017,E,AT,4,0,4,0
2200 Block SW Vermont,6018,W,AT,0,3,3,0
5700 Block SW Vermont,6019,W,OP,1,1,2,0
SW Vermont & Bertha,6022,E,NS,11,1,12,0
SW Capitol & Vermont,6023,E,FS,25,8,33,3
SW Vermont & Bertha,6024,W,FS,1,6,7,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,73,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Vermont & Chestnut,6025,E,NS,5,48,53,0
SW Vermont & Chestnut,6026,W,OP,34,9,43,0
SW Vermont & Idaho,6027,E,OP,0,0,0,0
SW Vermont & Idaho,6028,W,NS,0,3,3,0
SW Vermont & Idaho Dr,6029,W,FS,12,31,43,1
SW Vermont & Shattuck,6030,W,NS,3,3,6,0
SW Vermont & Capitol Hwy,6031,E,FS,1,0,1,0
SW Vermont & 13th,6032,W,OP,2,1,3,0
SW Vermont & 13th,6033,E,FS,1,2,3,0
SW Vermont & 24th,6034,W,FS,0,1,1,0
SW Vermont & 30th,6035,W,NS,1,9,10,0
SW Vermont & 30th,6036,E,NS,10,2,12,1
SW Vermont & 32nd,6037,W,FS,1,4,5,0
SW Vermont & 37th,6041,W,NS,1,7,8,0
SW Vermont & 37th,6042,E,NS,5,0,5,0
SW Vermont & 42nd,6043,W,FS,0,2,2,0
SW Vermont & 45th,6045,E,FS,23,1,24,1
SW Vermont & 50th,6047,W,NS,0,10,10,0
SW Vermont & 52nd,6048,E,NS,0,0,0,0
SW Vermont & 52nd,6049,W,NS,0,6,6,0
SW Vermont & 55th,6050,W,OP,0,6,6,0
SW Vermont & 60th,6051,W,OP,10,9,19,0
SW Vermont & 63rd,6052,W,OP,0,2,2,0
SW Virginia & California,6053,S,NS,0,2,2,0
SW Virginia & Nebraska,6057,N,NS,4,3,7,0
SW Virginia & Nevada,6059,N,NS,2,2,4,0
SW Virginia & Taylors Ferry,6060,S,NS,2,2,4,0
SW Virginia & Taylors Ferry,6061,N,FS,2,1,3,0
SW Virginia & Vermont,6062,S,NS,1,2,3,0
SW Virginia & Vermont,6063,N,NS,2,1,3,0
SW Vista & Broadway,6068,S,NS,0,18,18,0
SW Vista & Elm St,6074,S,NS,1,12,13,0
SW Vista & Elm St,6075,N,NS,2,0,2,0
SW Vista & Isabella,6077,S,NS,0,2,2,0
SW Vista & Jackson,6078,S,FS,0,6,6,0
SW Vista & Jackson,6079,N,FS,5,0,5,0
SW Vista & Madison,6082,S,NS,0,0,0,0
SW Vista & Main,6083,N,NS,13,2,15,0
SW Vista & Market Street,6084,N,FS,0,0,0,0
SW Vista & Market Street,6085,S,NS,1,1,2,0
SW Vista & Montgomery,6086,S,FS,0,1,1,0
SW Vista & Montgomery,6087,N,NS,1,0,1,0
SW Vista & Myrtle,6088,S,NS,0,4,4,0
SW Vista & Myrtle,6089,N,NS,2,0,2,0
SW Vista & Park Pl,6090,S,FS,2,18,20,0
SW Walnut & Brookside,6103,W,NS,3,1,4,0
SW Walnut & Grant,6104,E,FS,2,10,12,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,74,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Walnut & Tiedeman,6105,W,FS,2,1,3,0
SW Walnut & Watkins,6107,E,NS,1,2,3,0
SW Walnut & 112th,6108,W,NS,0,1,1,0
SW Walnut & 112th,6109,E,NS,1,0,1,0
SW Walnut & 116th,6111,E,FS,2,1,3,0
SW Walnut & 121st,6112,W,NS,6,4,10,0
100 Block Warner - Milne,6113,E,AT,1,14,15,1
200 Block Warner - Milne,6114,W,OP,6,1,7,0
300 Block Beavercreek Rd,6115,W,AT,21,2,23,2
Beavercreek & Library Ct,6117,S,FS,8,41,49,10
Warner - Milne & Beavercreek,6118,E,NS,1,15,16,4
Warner - Milne & Linn,6120,E,FS,8,12,20,1
Warner - Milne & Linn,6121,W,NS,11,8,19,2
Beavercreek & Red Soils Ct,6122,E,NS,2,19,21,2
SW Eliander & One Embassy Centre,6125,S,AT,21,78,99,7
9000 Block SW Washington Square Rd,6126,N,AT,14,2,16,0
9000 Block SW Washington Square Rd,6133,S,OP,1,23,24,0
SE Washington & Oak,6140,E,NS,2,0,2,0
SE Washington & Oak,6141,N,FS,1,2,3,0
SE Washington & 105th,6143,E,OP,194,78,272,67
SE Washington & 108th,6144,E,NS,34,23,57,21
SE Washington & 23rd,6151,W,FS,1,15,16,0
SE Washington & 25th,6152,E,OP,2,0,2,0
SE Washington & 25th,6153,W,NS,0,2,2,0
SE Washington & 29th,6156,E,OP,1,0,1,0
SE Washington & 29th,6157,W,NS,0,0,0,0
SW Washington & 3rd,6158,W,NS,66,391,457,31
SE Washington & 34th,6159,E,NS,0,0,0,0
SW Washington & 5th,6160,W,NS,327,672,999,123
SE Washington & 80th,6165,E,FS,10,60,70,7
SE Washington & 82nd,6166,E,FS,67,79,146,51
SE Washington & 86th,6167,E,NS,3,13,16,2
SE Washington & 88th,6168,E,NS,3,15,18,0
SW Washington & 9th,6169,W,FS,49,197,246,25
SE Washington & 90th,6170,E,NS,3,14,17,0
SE Washington & 92nd,6171,E,FS,12,24,36,9
SE Washington & 94th,6173,E,NS,4,4,8,1
SW Eliander & One Embassy Centre,6175,N,OP,66,31,97,7
SW Watson & 1st,6178,S,FS,70,17,87,15
SW Watson & 10th,6179,S,FS,11,19,30,23
SW Watson & 9th,6182,S,NS,4,7,11,2
SE Webster & Bixel,6187,N,OP,3,2,5,1
SE Webster & Cavalier Way,6189,S,NS,0,0,0,0
Webster & Charolais,6190,N,NS,11,8,19,2
SE Webster & Clackamas,6191,N,FS,2,0,2,0
SE Webster & Clackamas,6192,S,FS,1,5,6,0
SE Webster & Lake,6193,S,FS,2,4,6,1
 ,,,,,,,
TriMet Passenger Census -Spring 2019,75,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
Webster & Clayton,6194,S,NS,2,2,4,1
SE Webster & Cypress,6195,N,NS,2,2,4,0
18000 Block Webster,6196,N,AT,1,2,3,0
17700 Block Webster,6197,N,AT,3,4,7,0
Webster & Kraxberger Middle School,6198,S,AT,1,3,4,0
SE Webster & Lake,6199,N,NS,4,3,7,1
Webster & Los Verdes,6201,S,FS,15,10,25,2
SE Webster & Mabel,6203,S,NS,2,2,4,0
SE Webster & Molt St,6205,S,FS,3,3,6,0
Webster & Oatfield,6206,S,NS,2,5,7,0
SE Webster & Pine Creek,6207,N,OP,0,1,1,1
Webster & Kirkwood,6208,N,NS,3,3,6,1
SE Webster & Savanna,6209,N,FS,0,0,0,0
SE Webster & Strawberry,6210,N,NS,4,4,8,1
SE Webster & Thiessen,6211,N,NS,14,10,24,10
SE Webster & Thiessen,6212,S,FS,9,9,18,4
SE Webster & Tuscany Ct,6213,S,NS,1,0,1,0
SE Webster & Wilshire,6215,S,OP,0,0,0,0
NE Weidler & Lloyd Center,6216,E,AT,177,178,355,257
NE Weidler & M L King,6218,E,FS,25,32,57,33
N Weidler & Williams,6220,E,NS,25,23,48,24
NE Weidler & 106th,6223,W,NS,6,6,12,7
NE Weidler & 111th,6225,W,FS,55,24,79,53
NE Weidler & 17th,6227,E,NS,36,45,81,16
NE Weidler & 2nd,6232,E,NS,7,20,27,40
NE Weidler & 21st,6235,E,NS,35,100,135,49
NE Weidler & 22nd,6237,E,NS,17,42,59,5
NE Weidler & 24th,6239,E,NS,9,23,32,6
NE Weidler & 7th,6240,E,NS,19,31,50,27
NE Weidler & 9th,6242,E,NS,11,33,44,24
N Whitaker & Hayden Meadows,6256,N,FS,6,15,21,8
N Willamette & Alma,6258,W,NS,2,34,36,1
N Willamette & Ida,6259,E,NS,24,2,26,1
N Willamette & Bryant,6260,N,NS,2,13,15,0
N Willamette & Edgewater,6262,E,FS,14,1,15,0
N Willamette & Burr,6263,W,FS,1,11,12,0
N Willamette & Carey,6264,N,NS,1,4,5,1
N Willamette & Carey,6265,E,FS,3,1,4,0
N Willamette & Chautauqua,6266,E,OP,6,1,7,0
N Willamette & Harvard,6269,W,NS,3,18,21,0
N Willamette & Harvard,6270,E,OP,12,5,17,0
N Willamette & Haven,6271,W,NS,8,35,43,0
N Willamette & Hurst,6273,W,NS,0,6,6,1
N Willamette & Macrum,6274,E,OP,7,0,7,1
N Willamette & Macrum,6275,W,NS,1,10,11,1
N Willamette & Menlo,6277,W,NS,2,14,16,0
N Willamette & Menlo,6278,E,OP,6,0,6,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,76,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Willamette & Mohawk,6279,E,OP,10,0,10,6
N Willamette & Monteith,6280,W,FS,3,10,13,0
N Willamette & Oswego,6282,W,NS,0,15,15,4
N Willamette & Edgewater,6283,W,OP,1,12,13,0
N Willamette & Portsmouth,6284,W,NS,9,19,28,1
N Willamette & Portsmouth,6285,E,FS,13,9,22,1
N Willamette & Saratoga,6286,S,OP,6,2,8,0
N Willamette & Tyler,6288,W,FS,0,11,11,1
N Willamette & Tyler,6289,E,FS,10,1,11,2
N Willamette & University of Portland,6290,E,AT,36,9,45,0
N Willamette & Van Houten,6291,E,NS,14,4,18,0
N Willamette & Wall,6292,W,NS,3,12,15,1
N Willamette & Wall,6293,E,NS,16,2,18,0
N Willamette & Washburne,6294,W,NS,0,8,8,0
N Willamette & Washburne,6295,E,OP,6,0,6,0
N Willamette & Woolsey,6298,W,NS,1,13,14,0
N Willamette & Woolsey,6299,E,OP,7,1,8,0
Willamette Dr & Mapleton Dr,6300,S,FS,3,3,6,0
Willamette Dr & Arbor,6301,N,NS,6,1,7,0
Willamette Dr & Arbor,6302,S,NS,1,6,7,0
Willamette Dr & Barlow,6303,W,OP,1,1,2,0
Willamette Dr & Barlow,6304,E,NS,1,4,5,2
Willamette Dr & Burns,6306,W,NS,19,5,24,0
Willamette Dr & Cedar Oak,6309,N,FS,63,13,76,2
Pacific Hwy & Cherry,6310,N,OP,3,0,3,0
Pacific Hwy (Hwy 43) & Cherry,6311,S,FS,0,3,3,0
Willamette Dr & Elliott,6312,W,FS,13,3,16,0
Willamette Dr & West A,6314,E,NS,3,11,14,0
Pacific Hwy & Glenmorrie,6317,N,FS,1,0,1,0
Pacific Hwy & Glenmorrie,6318,S,FS,0,1,1,0
Willamette Dr & Hidden Springs,6319,S,NS,10,63,73,3
Willamette Dr & Holly,6320,N,NS,11,4,15,0
Willamette Dr & Holmes,6321,N,NS,5,1,6,0
Willamette Dr & Holmes,6322,S,OP,1,5,6,0
Willamette Dr & Hughes,6323,N,NS,5,1,6,0
Willamette Dr & Hughes,6324,S,OP,1,4,5,0
Willamette Dr & Jolie Pointe,6325,N,NS,4,2,6,0
Willamette Dr & Jolie Pointe,6326,S,OP,2,4,6,0
Pacific Hwy & Laurel,6327,N,OP,8,0,8,0
Pacific Hwy & Burnham,6328,S,OP,0,7,7,0
Willamette Dr & Mapleton,6331,N,NS,8,4,12,0
Willamette Dr & Mark Ln,6332,N,NS,5,3,8,0
Willamette Dr & Linnwood,6333,S,NS,4,7,11,0
Pacific Hwy & Furman,6334,N,FS,3,2,5,1
Pacific Hwy & Holy Names Drive,6335,N,FS,9,5,14,1
Pacific Hwy & Brookhurst Dr,6336,S,FS,5,11,16,4
Willamette Dr & Marylhurst Dr,6337,S,FS,4,12,16,1
 ,,,,,,,
TriMet Passenger Census -Spring 2019,77,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
Pacific Hwy & Marylbrook Dr,6338,S,FS,1,1,2,0
Willamette Dr & McKillican,6339,S,NS,5,21,26,1
