location,location_id,direction,position,ons,offs,total,lifts
N Fessenden & Wall,1723,W,OP,11,31,42,4
8900 Block SE Flavel,1728,E,OP,1,10,11,0
8800 Block SE Flavel,1729,W,OP,12,0,12,0
SE Flavel & 52nd,1731,W,NS,45,14,59,11
SE Flavel & 52nd,1732,E,FS,10,40,50,17
SE Flavel & 57th,1737,W,NS,23,5,28,0
SE Flavel & 57th,1738,E,FS,5,22,27,0
SE Flavel & 60th,1739,E,NS,21,54,75,19
SE Flavel & 60th,1740,W,NS,34,17,51,17
 ,,,,,,,
TriMet Passenger Census -Spring 2019,23,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE Flavel & 62nd,1743,W,NS,25,8,33,7
SE Flavel & 64th,1745,E,NS,7,28,35,18
SE Flavel & 66th Place,1748,E,NS,6,28,34,2
SE Flavel & 66th,1749,W,NS,31,7,38,1
SE Flavel & 70th,1754,E,NS,3,12,15,1
SE Flavel & 72nd,1755,W,FS,57,18,75,15
SE Flavel & 82nd,1759,E,FS,12,25,37,20
SE Flavel & 83rd,1760,W,NS,20,12,32,23
SE Flavel & 85th,1761,E,OP,2,5,7,1
SE Flavel & 86th,1762,W,FS,15,1,16,0
SE Flavel & 87th,1763,E,NS,1,9,10,0
SE Flavel & 92nd,1764,E,FS,1,39,40,15
SE Flavel & 92nd,1765,W,FS,30,1,31,7
SE Foster & 120th,1766,E,OP,16,13,29,10
13100 Block SE Foster,1769,W,AT,5,8,13,4
SE Foster & 131st,1770,E,OP,8,7,15,17
SE Foster & 103rd,1772,E,OP,5,4,9,1
11600 Block SE Foster,1773,E,OP,17,13,30,1
11600 Block SE Foster,1774,W,AT,14,23,37,1
SE Foster & Gladstone,1775,E,FS,11,34,45,2
SE Foster & Holgate,1778,W,NS,48,19,67,8
SE Foster & 101st,1779,E,NS,23,2,25,1
SE Foster & 101st,1780,W,NS,4,15,19,1
SE Foster & 103rd,1781,W,NS,4,5,9,3
SE Foster & 107th,1782,E,OP,1,1,2,0
SE Foster & 107th,1783,W,FS,1,1,2,0
SE Foster & 110th Dr,1784,E,FS,13,11,24,2
SE Foster & 111th,1785,W,NS,11,13,24,2
12300 Block SE Foster,1786,E,AT,5,4,9,0
SE Foster & 122nd,1787,W,FS,28,93,121,29
SE Foster & 128th,1788,E,FS,13,12,25,3
SE Foster & 128th,1789,W,FS,15,12,27,1
SE Foster & 134th,1790,E,FS,10,7,17,0
SE Foster & 134th,1791,W,FS,5,8,13,0
SE Foster & Powell,1792,S,FS,50,85,135,18
SE Foster & 52nd,1793,W,NS,71,54,125,25
SE Foster & 52nd,1794,E,FS,52,56,108,34
SE Foster & 56th,1798,W,NS,22,9,31,2
SE Foster & 58th,1799,W,NS,39,6,45,1
SE Foster & 65th,1802,E,FS,41,98,139,29
SE Foster & 65th,1803,W,NS,54,22,76,18
SE Foster & 67th,1804,E,FS,18,51,69,17
SE Foster & 67th,1805,W,FS,43,13,56,8
SE Foster & 69th,1807,W,FS,28,14,42,10
SE Foster & 70th,1808,E,NS,8,15,23,2
SE Foster & 72nd,1810,E,FS,24,95,119,33
SE Foster & 72nd,1811,W,FS,79,25,104,20
 ,,,,,,,
TriMet Passenger Census -Spring 2019,24,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE Foster & 75th,1812,E,OP,3,16,19,13
SE Foster & 77th,1814,E,FS,10,56,66,21
SE Foster & 78th,1815,W,NS,74,17,91,23
SE Foster & 79th,1816,E,FS,8,37,45,27
SE Foster & 82nd,1818,W,FS,234,129,363,100
SE Foster & 82nd,1819,E,NS,72,162,234,57
SE Foster & 85th,1821,E,NS,3,31,34,3
SE Foster & 86th,1823,E,FS,1,19,20,3
SE Foster & 86th,1824,W,FS,30,5,35,5
SE Foster & 88th,1826,W,FS,39,5,44,15
SE Foster & 89th,1827,E,FS,1,58,59,15
SE Foster & 91st,1829,W,FS,66,1,67,10
SE Foster & 94th (I-205 Overpass),1831,W,NS,114,183,297,29
SE Foster & 97th,1832,W,NS,1,14,15,1
NE Fremont & Alameda,1834,E,NS,1,4,5,0
NE Fremont & Alameda,1835,W,FS,4,1,5,0
N Fremont & Borthwick,1837,E,NS,8,26,34,0
NE Fremont & Cleveland,1838,E,NS,22,9,31,2
N Fremont & Gantenbein,1841,W,NS,50,51,101,17
NE Fremont & Mallory,1842,E,OP,5,3,8,2
N Fremont & Albina,1843,W,FS,8,34,42,3
NE Fremont & Mallory,1845,W,NS,7,11,18,3
NE Fremont & M L King,1846,E,NS,19,11,30,4
NE Fremont & M L King,1847,W,NS,9,22,31,13
NE Fremont & 12th,1851,E,NS,7,5,12,1
NE Fremont & 11th,1852,W,NS,5,6,11,0
NE Fremont & 138th,1853,W,FS,1,1,2,1
NE Fremont & 15th,1856,E,FS,20,13,33,2
NE Fremont & 15th,1857,W,NS,13,20,33,7
NE Fremont & 18th,1858,E,NS,3,2,5,0
NE Fremont & 18th,1859,W,NS,3,6,9,0
NE Fremont & 21st,1860,E,NS,3,1,4,0
NE Fremont & 21st,1861,W,FS,2,3,5,0
NE Fremont & 24th,1862,W,FS,9,10,19,2
NE Fremont & 24th,1863,E,NS,13,8,21,1
NE Fremont & 27th,1864,W,NS,3,5,8,0
NE Fremont & 27th,1865,E,NS,7,3,10,0
NE Fremont & 31st,1868,E,NS,2,2,4,0
NE Fremont & Edgehill Place,1869,W,NS,2,2,4,0
NE Fremont & 33rd Place,1870,W,OP,5,7,12,0
NE Fremont & 33rd,1871,E,NS,6,7,13,1
NE Fremont & 35th,1872,E,NS,2,2,4,0
NE Fremont & 35th,1873,W,FS,2,2,4,0
NE Fremont & Cesar Chavez Blvd,1874,E,NS,2,3,5,1
NE Fremont & Cesar Chavez Blvd,1875,W,NS,2,2,4,0
NE Fremont & 41st,1876,E,NS,16,26,42,2
NE Fremont & 42nd,1877,W,FS,25,15,40,3
 ,,,,,,,
TriMet Passenger Census -Spring 2019,25,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
NE Fremont & 48th,1882,E,NS,5,7,12,1
NE Fremont & 48th,1883,W,FS,7,6,13,1
NE Fremont & 51st,1887,W,FS,4,3,7,0
NE Fremont & 54th,1888,E,NS,1,3,4,0
NE Fremont & 54th,1889,W,OP,7,1,8,0
NE Fremont & 57th,1890,E,FS,6,20,26,4
NE Fremont & 57th,1891,W,FS,19,6,25,6
NE Fremont & 61st,1893,W,NS,5,4,9,0
NE Fremont & 61st,1894,E,NS,5,4,9,0
NE Fremont & 64th,1895,E,NS,3,6,9,0
NE Fremont & 64th,1896,W,FS,5,3,8,0
NE Fremont & 67th,1898,W,NS,5,2,7,0
NE Fremont & 7th,1899,W,NS,4,7,11,1
NE Fremont & 7th,1900,E,FS,10,4,14,1
NE Fremont & 69th,1902,W,NS,7,6,13,16
NE Fremont & 71st,1903,W,NS,9,8,17,4
NE Fremont & 74th,1904,E,NS,4,6,10,1
NE Fremont & 74th,1905,W,NS,5,4,9,3
NE Fremont & 77th,1906,E,NS,1,5,6,0
NE Fremont & 77th,1907,W,NS,6,1,7,0
NE Fremont & 80th,1908,E,NS,1,9,10,1
NE Fremont & 80th,1909,W,NS,3,1,4,1
NE Fremont & 82nd,1910,W,FS,28,12,40,9
NE Fremont & 82nd,1911,E,FS,11,23,34,3
NE Fremont & 85th,1912,E,OP,2,2,4,2
NE Fremont & 85th,1913,W,FS,3,4,7,3
NE Fremont & 88th,1916,W,NS,9,4,13,1
NE Fremont & 89th,1917,E,NS,13,9,22,0
NE Fremont Ct & 145th ,1919,E,NS,4,3,7,45
4300 Block NW Front ,1921,W,AT,0,7,7,0
4800 Block NW Front ,1922,W,AT,1,4,5,0
4500 Block NW Front ,1924,W,AT,0,2,2,0
4700 Block NW Front ,1925,W,AT,1,7,8,0
SW Naito Parkway & Harrison,1926,N,NS,1,104,105,1
SW Naito Parkway & Harrison,1927,S,NS,65,2,67,8
SW Naito Parkway & Hooker,1929,S,AT,22,15,37,2
SW Naito Parkway & Hooker,1930,N,AT,16,68,84,3
3700 Block NW Front ,1931,W,AT,2,18,20,0
SE Fuller & Sunnyside Dr,1934,N,NS,2,4,6,1
11900 Block SE Fuller (La Salle),1935,N,OP,5,1,6,0
11900 Block SE Fuller (La Salle),1936,S,AT,6,4,10,0
SE Fuller & Southgate ,1939,N,NS,2,2,4,0
SE Fuller & Southgate ,1940,S,FS,3,2,5,0
SW Gaines & 11th ,1945,W,NS,44,48,92,6
SW Gaines & 6th ,1947,W,OP,22,46,68,6
SW Gaines & 9th ,1949,W,OP,42,73,115,0
SW Garden Home & Multnomah,1951,W,NS,2,6,8,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,26,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Garden Home & 40th,1954,E,NS,4,2,6,0
SW Garden Home & 42nd,1955,W,OP,1,3,4,0
SW Garden Home & 42nd,1956,E,FS,5,0,5,0
SW Garden Home & 45th,1957,W,NS,2,11,13,0
SW Garden Home & 45th,1958,E,NS,14,3,17,0
SW Garden Home & 47th,1959,E,FS,5,0,5,0
SW Garden Home & 47th,1960,W,NS,1,5,6,0
SW Garden Home & 50th,1961,W,OP,0,8,8,0
SW Garden Home & 50th,1962,E,NS,10,0,10,0
SW Garden Home & 52nd,1963,W,OP,0,4,4,0
SW Garden Home & 54th,1965,W,NS,0,1,1,0
SW Garden Home & 54th,1966,E,NS,6,0,6,0
SW Garden Home & 56th,1967,W,FS,0,3,3,0
SW Garden Home & 56th,1968,E,NS,2,0,2,0
SW Garden Home & 57th,1969,W,NS,0,6,6,0
SW Garden Home & 57th,1970,E,OP,7,0,7,0
SW Garden Home & 61st,1971,W,NS,1,7,8,0
SW Garden Home & 61st,1972,E,FS,6,2,8,0
SW Garden Home & 62nd Pl,1973,W,NS,1,8,9,0
SW Garden Home & 62nd Pl,1974,E,OP,10,1,11,0
SW Garden Home & 64th,1975,W,NS,0,1,1,0
SW Garden Home & 64th,1976,E,OP,1,0,1,0
SW Garden Home & 66th,1977,W,OP,0,2,2,0
SW Garden Home & 66th,1978,E,FS,4,0,4,0
SW Garden Home & 67th,1979,W,OP,1,1,2,0
SW Garden Home & 67th,1980,E,NS,2,1,3,0
SW Garden Home & 69th/Multnomah,1981,E,FS,7,1,8,3
SW Garden Home & 71st,1982,W,FS,18,48,66,1
SW Garden Home & 71st,1983,E,NS,28,11,39,1
SE Gladstone & 26th ,1990,W,NS,16,6,22,0
SE Gladstone & 28th ,1991,E,NS,8,20,28,0
Glen Echo & SE Mildred ,1993,E,OP,2,2,4,1
Glen Echo & Mildred ,1994,W,FS,1,2,3,2
NW Glisan & Broadway ,1997,W,FS,88,46,134,50
NE Glisan & Floral ,2000,W,FS,19,2,21,1
NE Glisan & Laddington ,2001,E,NS,1,7,8,1
NE Glisan & Laddington ,2002,W,NS,7,2,9,1
NE Glisan & Laurelhurst ,2003,E,NS,2,16,18,0
12900 Block NE Glisan (Menlo Park ES),2005,E,AT,1,2,3,2
4700 Block NE Glisan ,2009,W,OP,78,51,129,113
NE Glisan & 122nd ,2010,E,FS,6,4,10,1
NW Glisan & 10th ,2011,W,NS,30,69,99,30
NE Glisan & 102nd ,2015,E,FS,4,1,5,3
NE Glisan & 102nd ,2016,W,NS,1,4,5,2
NE Glisan & 104th ,2017,W,NS,1,2,3,1
NE Glisan & 105th ,2018,E,NS,1,1,2,0
NE Glisan & 108th ,2020,E,OP,2,1,3,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,27,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE Glisan & 108th,2021,W,NS,1,1,2,0
NE Glisan & 113th,2024,E,NS,1,1,2,1
NE Glisan & 113th,2025,W,NS,1,1,2,0
NE Glisan & 117th,2028,E,NS,1,2,3,1
NE Glisan & 117th,2029,W,NS,2,0,2,1
NW Glisan & 12th,2030,W,NS,19,67,86,18
NE Glisan & 120th,2032,E,OP,2,3,5,2
NE Glisan & 122nd,2034,W,NS,5,7,12,3
NE Glisan & 126th,2036,E,FS,1,1,2,0
NE Glisan & 128th,2037,W,FS,4,1,5,3
NE Glisan & 133rd,2040,E,NS,0,1,1,2
NE Glisan & 133rd,2041,W,OP,1,0,1,0
NE Glisan & 136th,2042,E,NS,0,1,1,0
NE Glisan & 136th,2043,W,OP,4,0,4,0
NE Glisan & 139th,2044,E,NS,0,2,2,1
NW Glisan & 14th,2046,W,NS,12,57,69,10
NE Glisan & 141st,2047,W,OP,3,0,3,0
NE Glisan & 141st,2048,E,FS,1,2,3,0
NE Glisan & 143rd,2049,E,NS,0,0,0,0
NE Glisan & 143rd,2050,W,OP,0,0,0,0
NE Glisan & 146th,2051,E,NS,0,2,2,0
NE Glisan & 148th,2053,E,FS,0,2,2,2
NE Glisan & 148th,2054,W,FS,2,0,2,0
NE Glisan & 152nd,2057,W,NS,1,0,1,0
NE Glisan & 155th,2058,E,OP,1,4,5,1
NE Glisan & 155th,2059,W,NS,3,1,4,1
NE Glisan & 157th,2060,E,NS,1,3,4,1
NE Glisan & 157th,2061,W,FS,6,1,7,4
NW Glisan & 16th,2062,W,NS,2,15,17,4
NE Glisan & 160th,2063,E,FS,1,3,4,0
NE Glisan & 160th,2064,W,NS,1,0,1,0
NE Glisan & 162nd,2065,E,FS,3,8,11,4
NE Glisan & 162nd,2066,W,FS,8,2,10,5
NE Glisan & 165th,2067,E,NS,1,4,5,0
NE Glisan & 165th,2068,W,NS,3,1,4,1
NE Glisan & 167th Pl,2069,E,NS,1,1,2,0
NE Glisan & 167th Pl,2070,W,NS,2,0,2,0
NE Glisan & 172nd,2073,W,FS,2,0,2,0
NE Glisan & 172nd,2074,E,FS,1,2,3,0
NE Glisan & 176th,2075,W,NS,2,0,2,2
NE Glisan & 176th,2076,E,FS,0,2,2,0
NE Glisan & 181st,2081,W,FS,9,3,12,3
NW Glisan & 19th,2086,W,NS,13,83,96,48
NW Glisan & 21st,2099,W,NS,17,147,164,30
NE Glisan & 28th,2105,E,FS,32,68,100,9
NE Glisan & 30th,2106,E,FS,8,19,27,4
NE Glisan & 30th,2107,W,NS,27,11,38,5
 ,,,,,,,
TriMet Passenger Census -Spring 2019,28,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
NE Glisan & 32nd,2108,E,NS,7,13,20,2
NE Glisan & 32nd,2109,W,NS,11,5,16,2
NE Glisan & Cesar Chavez Blvd,2110,E,FS,33,29,62,34
NE Glisan & Cesar Chavez Blvd,2111,W,FS,27,47,74,34
NE Glisan & 43rd,2114,E,NS,3,15,18,1
NE Glisan & 43rd,2115,W,NS,17,3,20,1
NE Glisan & 45th,2117,W,NS,35,11,46,21
NE Glisan & 49th,2119,E,FS,70,87,157,139
NE Glisan & 52nd,2121,W,NS,65,39,104,46
NE Glisan & 53rd,2122,E,NS,22,46,68,21
NE Glisan & 55th,2123,W,NS,13,10,23,10
NE Glisan & 56th,2124,E,FS,10,13,23,7
NE Glisan & 57th,2126,W,NS,13,8,21,17
NE Glisan & 60th,2127,E,NS,29,50,79,46
NE Glisan & 60th,2128,W,NS,49,31,80,39
NE Glisan & 62nd,2129,W,NS,15,1,16,1
NE Glisan & 62nd,2130,E,NS,2,8,10,0
NE Glisan & 65th,2131,E,NS,5,31,36,12
NE Glisan & 65th,2132,W,NS,45,8,53,49
NE Glisan & 67th,2133,W,NS,34,28,62,24
NE Glisan & 67th,2134,E,NS,33,47,80,24
NE Glisan & 71st,2137,W,NS,35,13,48,3
NE Glisan & 71st,2138,E,NS,9,29,38,3
NE Glisan & 73rd,2139,E,FS,7,30,37,5
NE Glisan & 78th,2143,W,NS,38,12,50,14
NE Glisan & 78th,2144,E,NS,12,37,49,11
NE Glisan & 80th,2145,W,NS,31,5,36,7
NE Glisan & 80th,2146,E,NS,4,24,28,6
NE Glisan & 82nd,2147,E,FS,25,93,118,40
NE Glisan & 82nd,2148,W,NS,79,28,107,58
NE Glisan & 85th,2149,W,OP,7,4,11,0
NE Glisan & 86th,2151,E,NS,6,13,19,1
NE Glisan & 90th,2153,W,NS,25,10,35,3
NE Glisan & 92nd,2155,E,NS,9,21,30,7
NE Glisan & 92nd,2156,W,NS,24,13,37,4
NE Glisan & 94th,2158,E,NS,3,10,13,1
N Going & Port Center Way,2161,W,FS,4,44,48,3
NE Grand & Broadway,2165,N,FS,106,30,136,55
SE Grand & E Burnside,2167,N,NS,256,100,356,64
NE Grand & Hoyt ,2169,N,OP,34,38,72,7
SE Grand & Main ,2170,N,NS,233,45,278,26
SE Grand & Mill ,2171,N,NS,0,3,3,0
NE Grand & Holladay,2175,N,FS,292,130,422,70
NE Grand & Weidler,2178,N,NS,128,67,195,50
N Greeley & Ainsworth,2182,N,NS,3,21,24,1
N Greeley & Ainsworth,2183,S,NS,22,2,24,4
N Greeley & Bryant ,2185,N,NS,2,22,24,3
 ,,,,,,,
TriMet Passenger Census -Spring 2019,29,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Greeley & Bryant,2186,S,NS,32,2,34,3
N Greeley & Dekum,2190,N,NS,1,11,12,0
N Greeley & Dekum,2191,S,NS,13,1,14,0
N Greeley & Going Overpass,2195,N,AT,7,10,17,1
N Greeley & Going,2196,S,NS,4,3,7,0
N Greeley & Holman,2197,N,NS,2,12,14,0
N Greeley & Holman,2198,S,NS,20,2,22,0
N Greeley & Jessup,2205,S,NS,15,1,16,1
N Greeley & Jessup,2206,N,NS,3,13,16,1
N Greeley & Killingsworth,2208,N,NS,8,41,49,2
N Greeley & Killingsworth,2209,S,NS,43,15,58,3
N Greeley & Lombard St,2212,N,NS,1,35,36,4
N Greeley & Lombard St,2213,S,FS,36,6,42,5
N Greeley & Rosa Parks Way,2221,N,FS,4,22,26,2
N Greeley & Rosa Parks Way,2222,S,NS,27,3,30,5
N Greeley & Sumner,2226,N,NS,12,28,40,3
N Greeley & Sumner,2227,S,OP,33,20,53,2
SW Greenburg & Cascade,2230,E,OP,42,25,67,20
SW Greenburg & Cascade,2231,S,FS,28,43,71,13
SW Greenburg & Center,2232,N,FS,57,28,85,8
SW Greenburg & Center,2233,S,NS,20,44,64,5
SW Greenburg & North Dakota,2234,N,FS,26,25,51,8
SW Greenburg & North Dakota,2235,S,OP,32,23,55,9
SW Greenburg & 92nd,2237,E,FS,7,8,15,10
SW Greenburg & 90th,2238,W,FS,6,4,10,5
SW Greenburg & 92nd,2239,W,FS,9,10,19,7
SW Greenburg & Lincoln,2240,S,NS,9,6,15,2
SW Greenburg & 95th,2242,W,NS,6,8,14,0
SW Greenburg & 95th,2243,E,FS,11,8,19,0
SW Greenburg & 98th,2245,W,OP,11,13,24,0
SW Greenburg & 98th,2246,E,FS,13,11,24,1
200 Block Greenridge,2247,W,OP,0,7,7,0
200 Block Greenridge,2248,E,AT,7,0,7,0
Greenridge & Greenridge Ct,2249,N,OP,0,0,0,0
Greenridge & Greenridge Ct,2250,S,FS,0,1,1,0
Greenridge & SW Monroe Pkwy,2251,N,NS,0,0,0,0
SW Greenway & Council Crest,2252,N,FS,1,0,1,0
Gresham Transit Center,2253,E,AT,"1,181",917,"2,098",428
SW Haines & Lesser,2257,E,NS,3,4,7,0
5500 Block SW Hall,2260,N,AT,22,14,36,38
6200 Block SW Hall,2261,N,AT,17,12,29,0
7800 Block SW Hall,2262,N,AT,26,9,35,0
7800 Block SW Hall,2263,S,AT,10,24,34,1
9800 Block SW Hall,2264,N,AT,3,1,4,0
SW Hall & Allen,2267,N,NS,52,99,151,19
3600 Block SW Hall,2268,E,AT,18,19,37,7
SW Hall & Broadway,2271,N,FS,2,77,79,14
 ,,,,,,,
TriMet Passenger Census -Spring 2019,30,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Hall & Cascade ,2272,E,NS,13,28,41,3
SW Hall & Cedar Hills ,2273,W,NS,16,31,47,10
SW Hall & Colony ,2274,W,NS,8,6,14,3
SW Hall & Creekside ,2275,W,OP,35,16,51,4
SW Hall & Creekside ,2276,E,FS,11,25,36,2
SW Hall & Cresmoor ,2277,W,NS,6,2,8,3
SW Hall & Denney ,2278,N,FS,25,11,36,1
SW Hall & Denney ,2279,S,FS,12,28,40,1
SW Hall & Green Lane ,2280,S,NS,4,9,13,0
SW Hall & Greenburg ,2282,E,FS,4,3,7,0
SW Hall & Greenway ,2283,E,FS,31,68,99,11
SW Hall & Greenway ,2284,W,FS,57,21,78,13
SW Hall & Hart ,2285,N,FS,25,11,36,8
SW Hall & Hart ,2286,S,FS,10,27,37,5
SW Hall & Hemlock ,2287,N,FS,4,2,6,4
SW Hall & Nimbus ,2290,E,FS,19,48,67,10
SW Hall & Ridgecrest ,2291,W,FS,12,7,19,0
SW Hall & Ridgecrest ,2292,E,OP,9,28,37,5
SW Hall & Scholls Ferry ,2295,W,NS,77,28,105,10
SW Hall & Scholls Ferry ,2296,E,FS,19,61,80,9
SW Hall & Sussex ,2297,N,NS,13,11,24,2
SW Hall & Washington ,2298,W,FS,0,0,0,0
SW Hall & Washington ,2299,E,FS,2,3,5,3
SW Hall & 13th,2300,N,OP,18,7,25,1
SW Hall & 13th,2301,S,NS,25,43,68,15
SW Hall & 2nd,2302,N,FS,20,43,63,17
SW Hall & 22nd,2303,S,NS,14,19,33,1
SW Hall & 5th,2305,N,NS,25,38,63,35
SW Hall & 88th,2307,W,FS,1,0,1,0
SW Hall & 88th,2308,E,OP,0,0,0,0
SW Hall & 91st,2311,W,FS,0,1,1,0
SW Hall & 91st,2312,E,OP,0,0,0,0
N Halleck & Delaware ,2315,N,OP,11,13,24,3
N Halleck & Delaware ,2316,E,NS,10,11,21,0
N Halleck & Peninsular ,2317,W,NS,4,12,16,0
NE Halsey & 148th ,2320,E,FS,3,13,16,4
NE Halsey & 176th ,2322,E,NS,1,6,7,2
NE Halsey & 196th ,2326,W,FS,17,2,19,0
NE Halsey & Market Dr ,2327,E,NS,5,23,28,22
23300 Block NE Halsey ,2330,E,AT,5,19,24,8
23300 Block NE Halsey ,2331,W,AT,16,9,25,6
23900 Block NE Halsey ,2333,W,AT,4,1,5,0
2100 Block SW Halsey (Edgefield Manor),2339,E,AT,1,10,11,1
2100 Block SW Halsey (Edgefield Manor),2340,W,OP,8,2,10,0
NE Halsey & Fairview/223rd,2341,E,FS,25,77,102,18
NE Halsey & Fairview/223rd,2342,W,FS,39,8,47,8
NE Halsey & 100th ,2343,W,FS,35,65,100,24
 ,,,,,,,
TriMet Passenger Census -Spring 2019,31,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
SW Halsey & Halsey Loop,2345,E,FS,1,12,13,0
SW Halsey & Halsey Loop,2346,W,FS,14,1,15,1
NE Halsey & 176th ,2349,W,OP,9,1,10,1
12400 Block NE Halsey,2352,W,OP,28,55,83,17
NE Halsey & Wasco ,2353,E,NS,2,12,14,2
NE 102nd & Halsey ,2354,N,NS,1,1,2,1
10500 Block NE Halsey,2356,E,AT,47,25,72,29
NE Halsey & 108th,2357,E,OP,11,21,32,21
NE Halsey & 111th,2358,E,NS,12,35,47,21
NE Halsey & 114th,2360,E,NS,14,19,33,8
NE Halsey & 114th,2361,W,NS,15,6,21,5
NE Halsey & 119th,2364,E,OP,4,18,22,6
NE Halsey & 119th,2365,W,NS,12,6,18,4
NE Halsey & 122nd,2366,E,FS,101,126,227,99
NE Halsey & 122nd,2367,W,FS,103,48,151,66
NE Halsey & 126th,2368,E,NS,3,10,13,4
NE Halsey & 126th,2369,W,NS,7,3,10,2
NE Halsey & 128th,2370,E,NS,2,7,9,2
NE Halsey & 129th Pl,2373,W,NS,4,1,5,0
NE Halsey & 131st Pl,2374,E,NS,6,29,35,8
NE Halsey & 132nd,2375,W,NS,34,5,39,4
NE Halsey & 136th Pl,2378,E,NS,2,11,13,4
NE Halsey & 136th Pl,2379,W,OP,8,3,11,3
NE Halsey & 140th,2380,E,OP,0,4,4,1
NE Halsey & 141st,2381,W,FS,4,0,4,0
NE Halsey & 143rd,2382,W,FS,4,1,5,0
NE Halsey & 143rd,2383,E,OP,0,4,4,0
NE Halsey & 146th,2384,W,FS,2,1,3,0
NE Halsey & 146th,2385,E,OP,0,1,1,0
NE Halsey & 148th,2386,W,NS,11,4,15,5
NE Halsey & 155th,2389,E,NS,2,16,18,1
NE Halsey & 155th,2390,W,NS,16,2,18,0
NE Halsey & 157th,2391,E,NS,1,4,5,0
NE Halsey & 157th,2392,W,NS,6,1,7,1
NE Halsey & 160th,2393,E,FS,4,14,18,2
NE Halsey & 162nd,2395,W,NS,67,21,88,6
NE Halsey & 162nd,2396,E,NS,20,51,71,6
NE Halsey & 168th Pl,2397,E,NS,3,17,20,2
NE Halsey & 169th,2398,W,NS,21,3,24,2
NE Halsey & 172nd,2399,W,OP,41,12,53,5
NE Halsey & 172nd,2400,E,FS,12,42,54,7
NE Halsey & 181st,2401,E,NS,48,77,125,26
NE Halsey & 186th,2405,E,NS,10,16,26,8
NE Halsey & 186th,2406,W,OP,12,8,20,9
NE Halsey & 192nd,2407,W,FS,17,6,23,1
NE Halsey & 192nd,2408,E,NS,5,20,25,3
NE Halsey & 195th,2409,E,FS,3,15,18,2
 ,,,,,,,
TriMet Passenger Census -Spring 2019,32,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location ,Location ID,Direction,Position,Ons,Offs,Total,Lifts
NE Halsey & 201st,2410,E,FS,14,37,51,1
NE Halsey & 201st,2411,W,FS,40,18,58,3
NE Halsey & Fairview Parkway,2414,W,NS,8,2,10,2
NE Halsey & Fairview Parkway,2415,E,FS,2,6,8,3
NE Halsey & 227th,2416,E,OP,14,54,68,23
NE Halsey & 230th Ct,2418,E,NS,14,33,47,3
NE Halsey & 230th Ct,2419,W,OP,42,11,53,5
NE Halsey & 238th,2420,W,FS,74,50,124,20
NE Halsey & 238th,2421,E,FS,16,34,50,9
NE Halsey & 244th,2422,E,NS,2,22,24,11
NE Halsey & 244th,2423,W,FS,19,2,21,7
NE Halsey & 49th,2425,W,NS,3,3,6,0
NE Halsey & 50th,2426,E,OP,5,7,12,1
NE Halsey & 53rd,2428,W,NS,14,6,20,1
NE Halsey & 53rd,2429,E,NS,5,18,23,4
NE Halsey & 55th,2430,E,OP,4,9,13,1
NE Halsey & 55th,2431,W,NS,7,3,10,1
NE Halsey & 57th,2432,W,NS,29,22,51,7
NE Halsey & 58th,2434,E,NS,29,37,66,29
NE Halsey & Village St,2436,E,FS,5,16,21,2
NE Halsey & 7th St,2437,W,FS,38,9,47,23
NE Halsey & 60th,2438,W,FS,16,17,33,19
NE Halsey & 60th,2439,E,FS,29,19,48,8
NE Halsey & 63rd,2440,E,NS,12,12,24,8
NE Halsey & 63rd,2441,W,NS,12,8,20,5
NE Halsey & 66th,2442,E,OP,50,48,98,11
