location,location_id,direction,position,ons,offs,total,lifts
N Hayden Island Dr & Tomahawk Island Dr,13629,N,FS,5,47,52,4
N Hayden Meadows Dr & Kerby,13905,E,NS,6,3,9,1
N Hayden Meadows Dr & Kerby,13908,W,FS,2,8,10,1
N Hayden Meadows Dr & Whitaker,2648,E,FS,21,19,40,19
N Interstate & Albina,2945,S,NS,11,20,31,3
N Interstate & Albina,11839,N,FS,15,6,21,2
N Interstate & Graham,2962,N,FS,2,3,5,0
N Interstate & Graham,2964,S,OP,2,1,3,1
N Interstate & Larrabee,3365,N,FS,9,1,10,0
N Interstate & Larrabee,11845,S,NS,1,3,4,0
N Interstate & Multnomah (Rose Quarter),11813,S,NS,24,113,137,6
N Interstate & Rose Quarter TC,11814,N,AT,103,36,139,12
N Interstate & Tillamook,11840,N,FS,1,8,9,3
 ,,,,,,,
TriMet Passenger Census -Fall 2018,28,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Interstate & Tillamook,11844,S,NS,5,1,6,0
N Ivanhoe & Baltimore,3008,N,NS,40,7,47,5
N Ivanhoe & Baltimore,11837,S,FS,3,12,15,3
N Ivanhoe & Charleston,3009,E,NS,3,48,51,7
N Ivanhoe & Chicago,11935,S,NS,0,1,1,0
N Ivanhoe & Leavitt,10177,W,FS,20,1,21,0
N Ivanhoe & New York,11934,N,FS,1,0,1,0
N Killingsworth & Albina,3153,E,NS,252,47,299,35
N Killingsworth & Albina,3154,W,NS,54,243,297,36
N Killingsworth & Commercial,3156,E,NS,111,20,131,10
N Killingsworth & Commercial,3157,W,FS,27,219,246,27
N Killingsworth & Concord,3158,E,NS,14,1,15,1
N Killingsworth & Concord,3159,W,NS,3,13,16,1
N Killingsworth & Delaware,3160,E,NS,18,2,20,2
N Killingsworth & Delaware,3161,W,NS,1,23,24,3
N Killingsworth & Denver,3162,E,NS,21,4,25,4
N Killingsworth & Denver,3163,W,NS,2,20,22,1
N Killingsworth & Gay Ave,3179,E,NS,14,2,16,1
N Killingsworth & Greeley,9403,E,FS,40,6,46,8
N Killingsworth & Interstate,3169,E,FS,248,55,303,39
N Killingsworth & Interstate,3170,W,NS,46,214,260,51
N Killingsworth & Kerby,3171,E,NS,139,37,176,12
N Killingsworth & Michigan,3173,E,NS,33,8,41,0
N Killingsworth & Michigan,3174,W,NS,8,30,38,1
N Killingsworth & Omaha,3180,W,NS,2,19,21,2
N Killingsworth & Vancouver,3183,E,NS,97,38,135,23
N Killingsworth & Vancouver,3184,W,NS,64,145,209,45
N Killingsworth St MAX Station,11503,S,AT,685,303,988,0
N Killingsworth St MAX Station,11512,N,AT,266,755,"1,021",0
N Kilpatrick & Brandon,3218,W,NS,5,8,13,6
N Kilpatrick & Brandon,3219,E,NS,7,11,18,3
N Kilpatrick & Denver,3221,W,FS,69,43,112,30
N Kilpatrick & Denver,3222,E,NS,49,67,116,32
N Lagoon & Anchor,3315,N,NS,20,61,81,1
N Lagoon & Ballast,3316,N,OP,0,2,2,0
N Lagoon & Commerce,3317,N,NS,0,1,1,0
N Leverman & Basin,12383,E,FS,2,6,8,1
N Leverman & Cutter Circle,11950,S,NS,12,5,17,0
N Lombard & Albina,3452,W,NS,11,34,45,5
N Lombard & Albina,3453,E,FS,43,21,64,4
N Lombard & Baltimore,8480,N,NS,55,127,182,125
N Lombard & Buchanan,3462,W,FS,6,33,39,38
N Lombard & Buchanan,3464,E,FS,39,7,46,50
N Lombard & Burgard,13527,S,NS,1,0,1,2
N Lombard & Burlington,3465,E,OP,272,103,375,147
N Lombard & Burrage,3471,E,FS,43,12,55,16
N Lombard & Burrage,3472,W,NS,6,26,32,12
 ,,,,,,,
TriMet Passenger Census -Fall 2018,29,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Lombard & Catlin,9431,N,NS,2,48,50,22
N Lombard & Catlin,9435,S,NS,54,2,56,21
N Lombard & Charleston,3474,E,FS,157,55,212,37
N Lombard & Chautauqua,3478,W,NS,11,15,26,7
N Lombard & Chautauqua,3479,E,NS,12,12,24,5
N Lombard & Clarendon,3480,W,NS,11,12,23,3
N Lombard & Delaware,3483,W,NS,19,32,51,10
N Lombard & Delaware,3484,E,NS,20,14,34,2
N Lombard & Denver,3485,W,NS,115,87,202,80
N Lombard & Denver,3486,E,NS,15,27,42,8
N Lombard & Dwight,3487,W,NS,9,15,24,1
N Lombard & Fenwick,3489,E,NS,46,53,99,42
N Lombard & Fiske,3491,W,NS,21,52,73,12
N Lombard & Gilbert,3494,W,FS,4,41,45,5
N Lombard & Gilbert,3496,E,OP,96,15,111,21
N Lombard & Hodge,3498,W,NS,27,28,55,18
N Lombard & Hodge,3500,E,NS,17,22,39,17
N Lombard & Huron,3501,E,NS,31,20,51,12
N Lombard & Huron,3502,W,FS,17,24,41,19
N Lombard & Ida,3503,E,NS,185,96,281,27
N Lombard & Ida,3504,W,NS,84,227,311,76
N Lombard & John,3509,W,NS,70,214,284,90
N Lombard & Jordan,3511,E,NS,53,33,86,17
N Lombard & McKenna,3518,W,NS,4,12,16,1
N Lombard & Mississippi,3451,E,NS,21,18,39,4
N Lombard & Mississippi,3521,W,NS,35,25,60,8
N Lombard & New York,9505,S,NS,134,16,150,43
N Lombard & Oswego,3532,E,OP,27,5,32,17
N Lombard & Oswego,3534,W,NS,5,30,35,18
N Lombard & Peninsular,3535,W,NS,83,146,229,62
N Lombard & Portsmouth,3537,E,FS,42,39,81,21
N Lombard & Portsmouth,3538,W,NS,35,39,74,20
N Lombard & Ramsey,9308,N,NS,4,2,6,0
N Lombard & Ramsey,9309,S,FS,2,5,7,0
N Lombard & Reno,9575,S,NS,90,1,91,6
N Lombard & Reno,9576,N,NS,0,84,84,19
N Lombard & Russet,3548,W,FS,3,12,15,1
N Lombard & Simmons,9197,N,OP,3,3,6,0
N Lombard & Simmons,9206,S,NS,1,2,3,0
N Lombard & St Louis,13877,N,NS,84,107,191,59
N Lombard & Terminal 5 Access Rd,10162,S,NS,0,0,0,0
N Lombard & Terminal 5 Access Rd,10163,N,OP,0,0,0,0
N Lombard & Tyler,3554,E,FS,58,19,77,47
N Lombard & Tyler,3555,W,NS,21,54,75,64
N Lombard & Van Houten,3559,E,NS,19,15,34,4
N Lombard & Vancouver,3561,W,FS,41,26,67,6
N Lombard & Vancouver,3562,E,NS,24,43,67,5
 ,,,,,,,
TriMet Passenger Census -Fall 2018,30,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Lombard & Villard,3563,E,NS,62,56,118,38
N Lombard & Wabash,3564,E,NS,26,18,44,5
N Lombard & Wabash,3566,W,FS,20,34,54,12
N Lombard & Wall,3569,W,NS,8,41,49,18
N Lombard & Wall,3570,E,NS,59,14,73,20
N Lombard & Wayland,3574,E,NS,4,3,7,1
N Lombard & Westanna,3575,W,NS,22,51,73,29
N Lombard & Westanna,3576,E,NS,37,22,59,27
N Lombard & Weyerhauser,9432,N,FS,0,26,26,1
N Lombard & Woolsey,3578,E,NS,16,14,30,3
N Lombard TC MAX Station,11501,S,AT,"1,177",235,"1,412",0
N Lombard TC MAX Station,11514,N,AT,212,"1,147","1,359",0
N Lombard Transit Center,3506,E,NS,458,759,"1,217",322
N Lombard Transit Center,3507,W,FS,773,453,"1,226",291
N Macrum & Powers,11824,N,OP,2,0,2,0
N Macrum & Powers,11836,S,NS,0,1,1,0
N Main & NE 10th,3683,N,NS,1,17,18,2
N Main & NE 2nd,3715,N,NS,8,52,60,10
N Main & NE 5th,3725,N,NS,2,9,11,4
N Marine & Anchor,9455,W,NS,1,0,1,0
N Marine & Bybee Lake Road,9440,E,FS,1,0,1,0
N Marine & Bybee Lake Road,9458,W,NS,0,3,3,0
N Marine & Gantenbein,9444,E,OP,0,0,0,0
N Marine & Gantenbein,9454,W,NS,0,0,0,0
N Marine & Leadbetter,9334,E,FS,4,1,5,0
N Marine & Leadbetter,9335,W,FS,1,12,13,0
N Marine & Leadbetter,9439,E,NS,2,3,5,0
N Marine & Pacific Gateway Blvd,9459,W,FS,1,3,4,0
N Marine & Pier 99 St,11829,S,OP,4,35,39,2
N Marine & Pier 99 St,11832,N,NS,44,1,45,0
N Marine & Portland Rd,11006,W,FS,0,1,1,0
N Marine & Portland Rd,12465,E,FS,0,0,0,0
N Mississippi & Beech,3955,N,NS,16,47,63,6
N Mississippi & Failing,3957,S,FS,125,59,184,22
N Mississippi & Failing,3958,N,NS,35,77,112,22
N Mississippi & Mason,3966,N,FS,24,53,77,23
N Mississippi & Mason,3967,S,NS,39,25,64,19
N Mississippi & Skidmore,3976,N,FS,13,28,41,4
N Mississippi & Skidmore,3977,S,NS,31,17,48,7
N Peninsular & Farragut,4432,N,FS,0,26,26,0
N Peninsular & Farragut,4433,S,NS,34,2,36,0
N Peninsular & Halleck,4434,N,NS,1,9,10,0
N Peninsular & Halleck,4435,S,NS,19,11,30,2
N Peninsular & Russet,4437,S,FS,46,9,55,4
N Peninsular & Watts,4438,N,FS,1,15,16,0
N Peninsular & Watts,4439,S,NS,23,0,23,0
N Philadelphia & Ivanhoe,4440,E,NS,0,87,87,6
 ,,,,,,,
TriMet Passenger Census -Fall 2018,31,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Philadelphia & Syracuse,4441,W,NS,53,2,55,6
N Portsmouth & Amherst,4491,S,NS,0,7,7,0
N Portsmouth & Depauw,4492,N,FS,14,0,14,0
N Portsmouth & Lombard St,4494,S,NS,2,33,35,16
N Portsmouth & Lombard St,4495,N,NS,44,5,49,14
N Portsmouth & Oberlin,4496,S,NS,1,11,12,0
N Portsmouth & Princeton,4497,N,NS,13,0,13,0
N Portsmouth & Syracuse,4498,S,NS,0,8,8,0
N Portsmouth & Willamette,9635,S,NS,59,71,130,10
N Portsmouth & Willis,4501,N,NS,47,1,48,1
N Portsmouth & Yale,4502,N,NS,11,0,11,1
N Prescott St MAX Station,11504,S,AT,405,171,576,0
N Prescott St MAX Station,11511,N,AT,164,454,618,0
N Richmond & Syracuse,4817,N,NS,15,44,59,12
N Richmond & Syracuse,4818,S,NS,184,183,367,93
N Richmond & Syracuse,13212,S,FS,28,5,33,6
N Rivergate Blvd & Lombard St,9192,W,FS,13,19,32,0
N Rivergate Blvd & Ramsey,9194,N,NS,2,5,7,0
N Riverside Way & 33rd Dr,4912,E,NS,0,13,13,0
N Rosa Parks Way & Albina,4455,E,NS,19,11,30,13
N Rosa Parks Way & Albina,8814,W,NS,11,16,27,7
N Rosa Parks Way & Boston,4457,E,NS,8,5,13,3
N Rosa Parks Way & Congress,4458,W,FS,3,15,18,1
N Rosa Parks Way & Congress,4459,E,OP,17,3,20,2
N Rosa Parks Way & Curtis,4461,E,NS,6,3,9,0
N Rosa Parks Way & Delaware,4464,W,NS,6,12,18,1
N Rosa Parks Way & Denver,4465,W,NS,5,12,17,2
N Rosa Parks Way & Denver,4466,E,NS,9,4,13,4
N Rosa Parks Way & Greeley,4470,E,FS,7,7,14,6
N Rosa Parks Way & Greeley,4471,W,NS,8,12,20,7
N Rosa Parks Way & Interstate,4473,W,NS,62,28,90,17
N Rosa Parks Way & Interstate,4474,E,FS,24,54,78,16
N Rosa Parks Way & Knowles,8329,W,NS,1,9,10,0
N Rosa Parks Way & Vancouver,4485,W,FS,14,26,40,1
N Rosa Parks Way & Vancouver,4486,E,NS,23,9,32,1
N Sherwood & SW 10th,5247,N,OP,7,0,7,0
N Sherwood & SW Century,5249,N,NS,9,1,10,0
N Sherwood Blvd & NW Gleneagle,5246,S,NS,0,7,7,1
N St Louis & Central,11936,E,NS,10,1,11,14
N St Louis & Lombard,13876,W,NS,3,92,95,21
N St Louis & New York,5373,E,NS,7,3,10,0
N St Louis & Seneca,5374,W,NS,3,13,16,17
N St Louis & Smith,5375,W,NS,2,13,15,1
N St Louis & Smith,5376,E,NS,10,2,12,2
N State & B Ave,5505,N,FS,22,1,23,2
N State & B Ave,5506,S,NS,1,37,38,2
N State & D Ave,5507,S,FS,1,10,11,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,32,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N State & E Ave,5508,N,OP,6,0,6,0
N State & Foothills,5509,N,FS,38,7,45,2
N State & Foothills,5510,S,OP,5,23,28,1
N State & North Shore,5513,S,NS,7,9,16,2
N Syracuse & Chicago,13869,S,FS,9,27,36,50
N Trenton & Alaska,40,E,NS,55,20,75,46
N Trenton & Alaska,5862,W,FS,38,54,92,56
N Trenton & Dwight,12750,E,NS,175,109,284,74
N Trenton & Newman,12727,W,NS,94,165,259,76
N Union Ct & East Delta Park Entrance,13906,N,FS,6,3,9,1
N Union Ct & East Delta Park Entrance,13907,S,AT,1,9,10,1
N Vancouver & Ainsworth,5976,N,NS,4,11,15,0
N Vancouver & Ainsworth,5977,S,NS,12,2,14,0
N Vancouver & Alberta,5978,S,NS,78,17,95,31
N Vancouver & Beech,5979,S,NS,21,12,33,6
N Vancouver & Fargo,5984,S,OP,62,21,83,41
N Vancouver & Holman,5991,N,NS,1,12,13,0
N Vancouver & Holman,5992,S,NS,11,2,13,0
N Vancouver & Ivy,6000,S,NS,178,92,270,22
N Vancouver & Jessup,3070,N,NS,6,9,15,2
N Vancouver & Jessup,5995,S,NS,11,4,15,0
N Vancouver & Killingsworth,5996,S,FS,64,46,110,37
N Vancouver & Knott,5997,S,NS,56,26,82,32
N Vancouver & Page,6001,S,NS,46,24,70,6
N Vancouver & Russell,6003,S,FS,60,29,89,64
N Vancouver & Shaver,6004,S,NS,28,10,38,1
N Vancouver & Skidmore,6005,S,NS,77,9,86,2
N Vancouver & Stanton,6006,S,NS,178,93,271,142
N Vancouver & Tillamook,6008,S,NS,23,11,34,3
N Vancouver & Weidler,6009,S,NS,39,76,115,41
N Vancouver & Wygant,6010,S,NS,26,3,29,0
N Vancouver Way & Jubitz,13635,N,OP,11,22,33,4
N Vancouver Way & Jubitz,13643,S,AT,28,14,42,2
N Vancouver Way & NE Middlefield,13648,N,NS,2,20,22,0
N Vancouver Way & NE Walker St,10590,S,NS,27,6,33,16
N Vancouver Way & NE Walker St,10591,N,FS,5,13,18,17
N Weidler & Williams,6220,E,NS,31,22,53,32
N Whitaker & Hayden Meadows,6256,N,FS,6,18,24,8
N Willamette & Alma,6258,W,NS,2,34,36,2
N Willamette & Bryant,6260,N,NS,2,10,12,0
N Willamette & Burr,6263,W,FS,0,9,9,0
N Willamette & Burr,10975,S,OP,8,1,9,0
N Willamette & Carey,6264,N,NS,0,4,4,0
N Willamette & Carey,6265,E,FS,3,1,4,0
N Willamette & Chautauqua,6266,E,OP,6,1,7,0
N Willamette & Edgewater,6262,E,FS,11,1,12,0
N Willamette & Edgewater,6283,W,OP,1,12,13,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,33,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Willamette & Harvard,6269,W,NS,6,19,25,0
N Willamette & Harvard,6270,E,OP,12,6,18,0
N Willamette & Haven,6271,W,NS,13,47,60,0
N Willamette & Hurst,6273,W,NS,0,6,6,0
N Willamette & Ida,6259,E,NS,27,2,29,0
N Willamette & Macrum,6274,E,OP,7,1,8,1
N Willamette & Macrum,6275,W,NS,3,9,12,0
N Willamette & Menlo,6277,W,NS,1,12,13,0
N Willamette & Menlo,6278,E,OP,7,1,8,0
N Willamette & Mohawk,6279,E,OP,10,0,10,11
N Willamette & Monteith,6280,W,FS,5,10,15,0
N Willamette & Oswego,6282,W,NS,0,13,13,11
N Willamette & Portsmouth,6284,W,NS,9,18,27,1
N Willamette & Portsmouth,6285,E,FS,15,8,23,0
N Willamette & Saratoga,6286,S,OP,4,2,6,0
N Willamette & Tyler,6288,W,FS,0,11,11,2
N Willamette & Tyler,6289,E,FS,9,0,9,1
N Willamette & University of Portland,6290,E,AT,48,11,59,0
N Willamette & Van Houten,6291,E,NS,12,4,16,0
N Willamette & Wall,6292,W,NS,1,11,12,0
N Willamette & Wall,6293,E,NS,15,2,17,1
N Willamette & Washburne,6294,W,NS,0,8,8,0
N Willamette & Washburne,6295,E,OP,5,0,5,0
N Willamette & Woolsey,6298,W,NS,1,12,13,0
N Willamette & Woolsey,6299,E,OP,5,1,6,0
N Williams & Emerson,10463,N,NS,3,39,42,5
N Williams & NE Alberta,6355,N,NS,10,58,68,28
N Williams & NE Broadway,6357,N,FS,37,25,62,16
N Williams & NE Cook,6359,N,FS,33,178,211,33
N Williams & NE Fremont,6360,N,FS,26,44,70,7
N Williams & NE Graham,6362,N,NS,35,131,166,59
N Williams & NE Morris,6364,N,NS,67,108,175,109
N Williams & NE Russell,6354,N,FS,64,140,204,111
N Williams & NE Shaver,6366,N,NS,10,46,56,4
N Williams & NE Skidmore,6367,N,NS,9,60,69,1
N Williams & NE Tillamook,6370,N,FS,19,61,80,4
N Williams & NE Weidler,11480,N,NS,34,51,85,32
N Williams & NE Wygant,6371,N,NS,3,31,34,0
N Willis & Bayard,6373,W,NS,18,42,60,0
N Willis & Chautauqua,6374,E,NS,20,2,22,0
N Willis & Chautauqua,10611,W,NS,10,38,48,2
N Willis & Druid,6375,W,FS,0,20,20,0
N Willis & Druid,6376,E,NS,24,1,25,0
N Willis & Emerald,6377,E,NS,47,11,58,1
N Willis & Hereford,6379,W,NS,1,18,19,2
N Willis & Hodge,6380,E,FS,18,1,19,2
N Willis & Newman,6381,E,NS,32,0,32,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,34,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
N Willis & Newman,6382,W,FS,1,24,25,0
N Willis & Peninsular,6383,E,NS,47,15,62,4
N Willis & Peninsular,6384,W,FS,18,44,62,4
N Willis & Portsmouth,6385,W,NS,0,39,39,0
N Willis & Wabash,6378,W,OP,6,35,41,8
N Willis & Wabash,6386,E,NS,45,9,54,2
N Willis & Washburne,6387,W,FS,4,13,17,1
N Willis & Washburne,6388,E,NS,31,15,46,1
N Willis & Wayland,6389,W,NS,1,19,20,4
N Willis & Wayland,6390,E,NS,28,1,29,2
N Willis & Woolsey,6391,W,NS,1,20,21,1
N Willis & Woolsey,6392,E,NS,22,1,23,0
NE 102nd & Alton,6505,S,NS,6,2,8,5
NE 102nd & Beech,6506,N,FS,1,7,8,0
NE 102nd & Bell,6507,S,FS,10,5,15,3
NE 102nd & Brazee,6508,N,NS,2,7,9,0
NE 102nd & Brazee,6509,S,FS,9,2,11,5
NE 102nd & Clackamas,6513,S,OP,6,19,25,11
NE 102nd & Davis,6504,N,NS,5,7,12,6
NE 102nd & Fremont,6514,N,NS,2,15,17,7
NE 102nd & Fremont,6515,S,NS,15,2,17,2
NE 102nd & Glisan,6516,N,NS,8,29,37,14
NE 102nd & Glisan,6517,S,FS,29,13,42,18
NE 102nd & Halsey,2354,N,NS,2,2,4,2
NE 102nd & Hancock,6518,N,NS,8,8,16,3
NE 102nd & Knott,6519,S,OP,4,0,4,0
NE 102nd & Knott,8149,N,NS,2,7,9,0
NE 102nd & Morris Ct,6521,N,FS,4,14,18,0
NE 102nd & Pacific,6525,S,NS,1,12,13,3
NE 102nd & Prescott,10838,S,NS,23,7,30,5
NE 102nd & Prescott,10842,N,NS,9,19,28,4
NE 102nd & Sandy,13639,N,NS,9,10,19,3
NE 102nd & Shaver,6528,N,NS,3,6,9,2
NE 102nd & Shaver,10840,S,NS,2,1,3,1
NE 102nd & Thompson,8465,S,NS,2,1,3,0
NE 102nd & Tillamook,6530,N,NS,3,6,9,7
NE 102nd & Weidler,6531,N,NS,39,11,50,13
NE 102nd & Weidler,6532,S,NS,4,17,21,10
NE 105th & Killingsworth,9105,N,FS,3,3,6,1
NE 105th & Killingsworth,10734,S,FS,0,1,1,0
NE 105th & Marx,9619,N,NS,0,2,2,0
NE 105th & Marx,10733,S,NS,2,1,3,0
NE 105th & Simpson,9106,N,FS,3,3,6,0
NE 105th & Simpson,10732,S,FS,1,6,7,0
NE 111th & Knott,6557,N,NS,0,1,1,0
NE 111th & Knott,6558,S,NS,1,0,1,0
NE 111th & Morris,6559,N,NS,1,2,3,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,35,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE 111th & Sacramento,6561,N,NS,0,2,2,0
NE 111th & Sacramento,6562,S,NS,2,0,2,0
NE 111th & San Rafael,6563,N,NS,0,4,4,2
NE 111th & San Rafael,6564,S,OP,5,0,5,0
NE 111th & Weidler,6565,N,NS,2,4,6,3
NE 111th & Weidler,6566,S,NS,4,3,7,2
NE 11th & Holladay,8513,N,NS,68,233,301,39
NE 11th & Multnomah,8938,N,NS,23,94,117,27
NE 121st Pl & Prescott,6604,N,NS,53,48,101,7
NE 122nd & Brazee,6620,N,NS,15,13,28,7
NE 122nd & Davis,6610,S,NS,70,22,92,54
NE 122nd & Fremont,8907,N,FS,9,26,35,3
NE 122nd & Halsey,6617,S,NS,115,56,171,66
NE 122nd & Halsey,6628,N,FS,58,80,138,67
NE 122nd & Multnomah,6651,N,NS,9,24,33,7
NE 122nd & Multnomah,9642,S,OP,55,10,65,32
NE 122nd & Sacramento,6667,S,NS,15,16,31,8
NE 122nd & San Rafael,6670,N,NS,47,72,119,52
NE 122nd & San Rafael,6671,S,FS,72,50,122,44
NE 122nd & Shaver,6654,N,NS,19,118,137,32
NE 122nd & Shaver,6672,S,NS,102,38,140,28
NE 122nd & Stanton,6673,N,NS,12,24,36,3
NE 122nd & Stanton,6674,S,NS,29,18,47,15
NE 122nd & Wasco,9027,N,FS,7,83,90,34
NE 125th Pl & Riverwood 40,6682,E,NS,1,9,10,0
NE 125th Pl & Shaver,6683,N,FS,1,5,6,0
NE 125th Pl & Shaver,13117,S,NS,5,0,5,0
NE 12th & Couch,6577,S,FS,114,70,184,35
NE 12th & E Burnside,6592,N,FS,82,144,226,46
NE 12th & Glisan,6580,S,NS,64,40,104,0
NE 12th & Irving,6582,N,NS,50,73,123,2
NE 12th & Irving,6583,S,NS,11,4,15,0
NE 132nd & Brazee,6713,S,NS,2,0,2,0
NE 132nd & Eugene,6714,N,FS,0,1,1,0
NE 132nd & Eugene,6715,S,NS,1,0,1,0
NE 132nd & Knott,6716,N,OP,1,5,6,1
NE 132nd & San Rafael,6718,S,NS,1,0,1,0
NE 133rd & Shaver,6719,S,NS,0,1,1,0
NE 135th & Fremont,6720,S,FS,6,6,12,6
NE 135th & Rose Parkway,6722,S,NS,3,3,6,0
NE 141st & Beech,6747,S,FS,2,6,8,2
NE 141st & Failing,6746,N,NS,6,0,6,0
NE 141st & Failing,6748,S,FS,6,3,9,5
NE 141st & Fremont,6749,S,NS,2,3,5,0
NE 141st & Milton Ct,6750,N,FS,5,0,5,1
NE 143rd & Fremont Ct,6755,N,NS,1,1,2,0
NE 145th & Fremont,6765,N,NS,7,4,11,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,36,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE 148th & 147th,8589,S,FS,1,0,1,0
NE 148th & Fremont,8567,N,NS,3,2,5,0
NE 148th & Rose Parkway,13141,S,NS,4,2,6,3
NE 148th & Rose Parkway,13142,N,NS,2,3,5,0
NE 148th & Sacramento,8564,N,NS,1,1,2,0
NE 148th & Sacramento,8592,S,OP,0,0,0,0
NE 158th & Airport Way,13941,S,NS,6,1,7,0
NE 158th & Mason,13942,S,NS,3,0,3,0
NE 158th & Mason,13972,N,FS,2,3,5,0
NE 15th & Ainsworth,6771,N,NS,2,37,39,12
NE 15th & Ainsworth,6772,S,NS,45,2,47,5
NE 15th & Alberta,6773,N,NS,37,245,282,33
NE 15th & Alberta,6774,S,FS,181,48,229,30
NE 15th & Brazee,6777,N,NS,6,33,39,2
NE 15th & Brazee,6778,S,NS,22,5,27,0
NE 15th & Broadway,6843,N,NS,82,76,158,34
NE 15th & Dekum,6780,N,NS,1,78,79,8
NE 15th & Edgefield,10277,S,NS,2,1,3,0
NE 15th & Edgefield,10278,N,OP,2,1,3,0
NE 15th & Failing,6783,N,NS,9,39,48,4
NE 15th & Failing,6784,S,NS,47,4,51,1
NE 15th & Fremont,6785,N,NS,35,131,166,39
NE 15th & Fremont,6786,S,NS,117,36,153,38
NE 15th & Going,6787,N,NS,2,42,44,3
NE 15th & Going,6788,S,NS,50,4,54,2
NE 15th & Halsey,6789,S,FS,29,21,50,9
NE 15th & Halsey,9342,N,NS,29,34,63,13
NE 15th & Hancock,6834,N,NS,21,54,75,54
NE 15th & Holman,6790,N,NS,1,40,41,12
NE 15th & Holman,6797,S,FS,35,1,36,29
NE 15th & Jarrett,6792,N,NS,3,32,35,8
NE 15th & Jarrett,6793,S,NS,39,2,41,5
NE 15th & Jones Farm Pkwy,9948,S,NS,6,2,8,0
NE 15th & Jones Farm Pkwy,9967,N,OP,3,3,6,0
NE 15th & Junior,6794,S,NS,78,4,82,10
NE 15th & Killingsworth,6795,N,NS,10,88,98,10
NE 15th & Killingsworth,6796,S,NS,77,10,87,5
NE 15th & Knott,6799,N,NS,6,48,54,1
NE 15th & Knott,6800,S,NS,47,6,53,1
NE 15th & Mason,6801,N,NS,4,36,40,8
NE 15th & Mason,6802,S,NS,41,3,44,5
NE 15th & Prahl Pkwy,10279,S,NS,3,1,4,0
NE 15th & Prahl Pkwy,10280,N,OP,3,2,5,0
NE 15th & Prescott,6805,S,FS,52,4,56,1
NE 15th & Prescott,6810,N,NS,4,63,67,1
NE 15th & Rosa Parks Way,6803,N,NS,1,28,29,5
NE 15th & Rosa Parks Way,6804,S,NS,42,2,44,1
 ,,,,,,,
TriMet Passenger Census -Fall 2018,37,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE 15th & Siskiyou,6808,N,NS,4,45,49,2
NE 15th & Siskiyou,6809,S,NS,38,5,43,0
NE 15th & Sumner,6813,S,NS,47,4,51,9
NE 15th & Sumner,6814,N,NS,2,20,22,1
NE 15th & Thompson,6815,N,NS,6,27,33,1
NE 15th & Thompson,6816,S,NS,23,3,26,0
NE 15th & Tillamook,6817,S,FS,52,16,68,34
NE 15th & Weidler,6779,S,NS,59,79,138,33
NE 162nd & E Burnside,13949,S,NS,19,32,51,6
NE 162nd & E Burnside,13965,N,FS,22,46,68,9
NE 162nd & Fargo,13943,S,NS,8,0,8,0
NE 162nd & Fargo,13971,N,NS,0,8,8,1
NE 162nd & Glisan,13948,S,FS,16,8,24,2
NE 162nd & Halsey,13946,S,NS,16,6,22,2
NE 162nd & Halsey,13968,N,FS,6,19,25,3
NE 162nd & Holladay,13947,S,FS,2,1,3,1
NE 162nd & Holladay,13967,N,NS,0,2,2,0
NE 162nd & San Rafael,13945,S,NS,1,0,1,0
NE 162nd & San Rafael,13969,N,FS,0,1,1,0
