location,location_id,direction,position,ons,offs,total,lifts
Pacific Ave & Quince,4306,E,FS,50,12,62,9
Pacific Ave & Quince,4307,W,FS,8,38,46,14
Pacific Ave & Yew,4323,E,OP,112,24,136,5
Pacific Hwy & Brookhurst Dr,6336,S,FS,3,13,16,4
Pacific Hwy & Burnham,6328,S,OP,0,7,7,0
Pacific Hwy & Cherry,6310,N,OP,3,0,3,0
Pacific Hwy & Furman,6334,N,FS,3,1,4,0
Pacific Hwy & Glenmorrie,6317,N,FS,1,1,2,0
Pacific Hwy & Glenmorrie,6318,S,FS,0,1,1,0
Pacific Hwy & Holy Names Drive,6335,N,FS,9,4,13,2
Pacific Hwy & Laurel,6327,N,OP,8,0,8,0
Pacific Hwy & Marylbrook Dr,6338,S,FS,1,2,3,0
Pacific Hwy & Tualatin Rvr Refuge,12743,W,AT,0,0,0,0
Pacific Hwy (Hwy 43) & Cherry,6311,S,FS,0,4,4,0
Parkrose/ Sumner Transit Center,10850,W,AT,465,459,924,199
Parkrose/ Sumner Transit Center,10853,E,AT,14,251,265,63
Parkrose/ Sumner Transit Center,10854,E,AT,386,44,430,53
Parkrose/ Sumner Transit Center,10855,E,AT,395,7,402,63
Parkrose/Sumner TC MAX Station,10572,N,AT,190,855,"1,045",0
Parkrose/Sumner TC MAX Station,10573,S,AT,911,209,"1,120",0
Pier Park,10095,E,AT,87,76,163,24
Pier Park,10697,E,AT,156,155,311,101
Pioneer Courthouse/SW 6th Ave MAX Stn,7777,N,NS,"2,303","2,535","4,838",0
Pioneer Place/SW 5th Ave MAX Station,7646,S,NS,"2,730","2,365","5,095",1
Pioneer Square North MAX Station,8383,W,AT,"3,281","1,242","4,523",0
Pioneer Square South MAX Station,8334,E,AT,"1,815","3,614","5,429",0
Portland Ave & E Dartmouth,4463,N,NS,24,4,28,5
Portland Ave & E Fairfield,4468,N,NS,1,0,1,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,70,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
Portland Ave & E Hereford,4472,N,NS,3,0,3,4
Portland Ave & W Arlington,4456,S,NS,3,5,8,1
Portland Ave & W Dartmouth,4462,S,NS,1,5,6,0
Portland Ave & W Fairfield,4467,S,NS,0,1,1,1
Portland Ave & W Ipswich,4475,S,NS,1,1,2,3
Portland Int'l Airport MAX Station,10579,,AT,"2,461","2,319","4,780",0
Portland International Airport - Arrivals,13504,S,AT,4,5,9,2
Powell Valley & Old Woods Lp Flag Stop,13562,W,AT,0,1,1,0
Providence Park MAX Station,9757,W,AT,"1,048","1,781","2,829",0
Providence Park MAX Station,9758,E,AT,"1,301","1,068","2,369",0
Quatama MAX Station,9833,W,AT,259,"1,064","1,323",0
Quatama MAX Station,9834,E,AT,"1,169",268,"1,437",0
Railroad & 7th,4784,N,NS,3,10,13,0
Relay Resources,13630,N,AT,9,14,23,0
Rockwood/E 188th Ave MAX Station,8354,E,NS,174,610,784,0
Rockwood/E 188th Ave MAX Station,8363,W,FS,689,166,855,0
Rosa Parks MAX Station,11502,S,AT,559,160,719,0
Rosa Parks MAX Station,11513,N,AT,143,592,735,0
Rose Quarter TC MAX Station,8340,E,AT,"2,533","1,437","3,970",0
Rose Quarter TC MAX Station,8377,W,AT,"1,216","2,479","3,695",0
Rose Quarter Transit Center,1097,N,AT,885,107,992,126
Rose Quarter Transit Center,2592,W,AT,670,"1,135","1,805",257
Rose Quarter Transit Center,11817,E,NS,203,286,489,106
Ross Island Bridge,4964,E,AT,19,15,34,6
Ruby Junction/E 197th Ave MAX Station,8355,E,FS,210,488,698,0
Ruby Junction/E 197th Ave MAX Station,8362,W,FS,313,137,450,0
S 2nd & Tumwater,7101,W,FS,5,3,8,0
S Buxton & SE 6th,836,N,NS,1,0,1,0
S Buxton & SE 8th,837,N,NS,1,1,2,0
S Buxton & SW 2nd,13569,S,FS,5,1,6,0
S Buxton & SW Cherry Park,830,N,FS,0,2,2,0
S Buxton & SW Cherry Park,831,S,NS,5,0,5,0
S Buxton & SW Martine,833,S,NS,1,0,1,0
S High & 1st,2662,N,NS,1,2,3,0
S High & 1st,2663,S,FS,3,1,4,0
S Holcomb & Front Ave,8310,E,OP,1,5,6,1
S Holcomb & Front Ave,8441,W,NS,6,1,7,1
S Holcomb & Hunter Ave,2679,W,NS,2,0,2,0
S Holcomb & Hunter Ave,8311,E,NS,0,1,1,0
S Holcomb & Swan Ave,2681,E,NS,0,1,1,0
S Holcomb & Swan Ave,2682,W,NS,3,0,3,0
S State & Middlecrest,5511,S,NS,7,26,33,3
S State & North Shore,5512,N,OP,14,7,21,3
S State & Wilbur,5514,N,NS,25,9,34,4
S Troutdale & SE 19th,5874,N,FS,0,0,0,0
S Troutdale & SE 19th,5875,S,OP,1,0,1,0
S Troutdale & SE 21st,5876,N,FS,0,1,1,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,71,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
S Troutdale & SE Beavercreek,5867,N,FS,0,1,1,0
S Troutdale & SE Beavercreek,5868,S,FS,1,0,1,0
S Troutdale & SE Chapman,5869,N,NS,1,2,3,0
S Troutdale & SE Stark,5872,S,NS,6,1,7,2
S Troutdale & SW 21st,5877,S,FS,2,0,2,0
S Troutdale Rd & SE Stark,5871,N,FS,1,5,6,0
S Troutdale Rd & SW Chapman,5870,S,NS,3,0,3,0
SE 102nd & Burnside,6511,S,FS,257,149,406,141
SE 102nd & E Burnside,6510,N,NS,22,67,89,30
SE 102nd & Pine,6526,S,FS,27,45,72,11
SE 102nd & Washington,6529,S,NS,30,35,65,20
SE 103rd Dr & Stark,10910,N,FS,82,115,197,69
SE 103rd Dr & Washington,11005,N,NS,25,34,59,27
SE 106th & Cherry Blossom,11027,N,NS,37,38,75,35
SE 106th & Cherry Blossom,11411,S,FS,43,28,71,39
SE 10th & Baseline,6502,N,NS,54,4,58,3
SE 10th & E Main,8552,N,NS,21,3,24,7
SE 10th & Maple,6495,N,NS,74,76,150,24
SE 10th & Maple,6496,S,FS,83,63,146,23
SE 10th & Walnut,6499,N,NS,75,93,168,14
SE 10th & Walnut,6500,S,NS,139,76,215,19
SE 10th & Washington,13255,S,NS,0,23,23,2
SE 112th & Mt Scott Blvd,6567,N,FS,9,15,24,2
SE 11th & Ash,6541,S,NS,18,19,37,12
SE 11th & Belmont,6542,S,FS,80,85,165,33
SE 11th & Clay,6543,S,NS,16,19,35,7
SE 11th & Division,6545,S,NS,42,69,111,8
SE 11th & Madison,6551,S,FS,39,81,120,6
SE 11th & Sherman,6553,S,NS,3,16,19,0
SE 11th & Stark,6554,S,NS,34,38,72,33
SE 11th & Stephens,6555,S,NS,6,15,21,1
SE 122nd & Boise,6618,N,NS,52,6,58,16
SE 122nd & Boise,6619,S,NS,44,61,105,22
SE 122nd & Burnside,6623,S,FS,372,171,543,191
SE 122nd & Bush,6624,N,FS,40,24,64,9
SE 122nd & Bush,6625,S,FS,21,39,60,4
SE 122nd & Division,6630,N,FS,290,138,428,129
SE 122nd & Division,6631,S,FS,147,285,432,137
SE 122nd & E Burnside,6621,N,NS,153,376,529,179
SE 122nd & Echo Valley,10231,N,OP,1,0,1,0
SE 122nd & Echo Valley,10232,S,FS,0,0,0,0
SE 122nd & Foster,6626,N,FS,82,22,104,19
SE 122nd & Harold,6633,N,NS,61,8,69,49
SE 122nd & Harold,6634,S,NS,6,52,58,22
SE 122nd & Holgate,6635,N,NS,131,17,148,40
SE 122nd & Holgate,6636,S,FS,21,91,112,58
SE 122nd & Lincoln,6640,N,FS,61,31,92,15
 ,,,,,,,
TriMet Passenger Census -Fall 2018,72,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 122nd & Lincoln,6641,S,NS,34,68,102,13
SE 122nd & Madison,6642,N,NS,60,22,82,47
SE 122nd & Market,6645,N,NS,68,75,143,28
SE 122nd & Market,6646,S,NS,98,70,168,39
SE 122nd & Midland Library,8940,N,OP,28,49,77,35
SE 122nd & Midland Library (Morrison),6650,S,AT,62,43,105,43
SE 122nd & Mountain Sun Dr,10229,N,NS,4,0,4,0
SE 122nd & Mountain Sun Dr,10230,S,FS,0,1,1,0
SE 122nd & Oak,6652,N,OP,98,155,253,77
SE 122nd & Oak,6653,S,NS,48,38,86,26
SE 122nd & Powell,6655,N,FS,279,79,358,121
SE 122nd & Powell,8843,S,NS,15,222,237,64
SE 122nd & Ramona,6657,N,NS,45,9,54,5
SE 122nd & Ramona,6658,S,OP,10,43,53,9
SE 122nd & Raymond,6660,N,FS,27,3,30,2
SE 122nd & Raymond,13775,S,FS,4,29,33,14
SE 122nd & Reedway,6662,S,NS,4,13,17,24
SE 122nd & Rhone,6668,S,NS,151,114,265,88
SE 122nd & Salmon,6669,N,FS,12,21,33,3
SE 122nd & Schiller,9487,N,FS,24,3,27,9
SE 122nd & Stark,9219,S,FS,130,65,195,43
SE 122nd & Summers Lane,11952,N,NS,19,2,21,0
SE 122nd & Summers Lane,11953,S,FS,2,8,10,0
SE 122nd & Woodward Pl,6675,N,OP,22,9,31,20
SE 122nd & Woodward Pl,6676,S,FS,7,20,27,7
SE 12th & Clay,6576,N,NS,19,45,64,4
SE 12th & Division,6578,N,NS,77,46,123,8
SE 12th & Harrison,6581,N,NS,22,8,30,1
SE 12th & Madison,6585,N,FS,83,27,110,9
SE 12th & Morrison,6588,N,NS,71,80,151,42
SE 12th & Stark,6594,N,NS,51,40,91,17
SE 136th & Center,6725,N,FS,12,1,13,0
SE 136th & Foster,13245,S,NS,6,11,17,0
SE 136th & Mall,6728,N,NS,15,2,17,19
SE 136th & Ramona,6729,N,OP,14,5,19,0
SE 136th & Ramona,6730,S,NS,5,17,22,2
SE 136th & Rhone,6731,N,FS,22,4,26,1
SE 13th & Clatsop,6688,N,NS,12,1,13,0
SE 13th & Knapp,6691,N,NS,10,1,11,0
SE 13th & Lambert,6693,N,NS,28,4,32,0
SE 13th & Lambert,6694,S,NS,3,23,26,1
SE 13th & Nehalem,6699,N,NS,35,6,41,2
SE 13th & Nehalem,6700,S,NS,3,30,33,2
SE 13th & Sellwood,6707,S,NS,1,6,7,0
SE 13th & Tacoma,6708,N,NS,40,6,46,4
SE 13th & Tacoma,6709,S,FS,9,43,52,7
SE 13th & Umatilla,6711,N,NS,12,3,15,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,73,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 152nd & Bollam Dr,10222,N,NS,1,2,3,0
SE 152nd & Morning Way,10223,S,NS,1,0,1,0
SE 152nd & Morning Way,10224,N,OP,0,1,1,0
SE 152nd & Oregon Trail,12925,N,NS,0,1,1,0
SE 152nd & Ranger Drive,10308,N,NS,0,1,1,0
SE 152nd & Sedona Drive,10297,S,FS,2,0,2,0
SE 152nd & Territory Dr,10221,S,FS,1,0,1,0
SE 162nd & Division,13955,S,FS,14,48,62,19
SE 162nd & Division,13960,N,FS,54,18,72,23
SE 162nd & Grant,13954,S,NS,0,4,4,1
SE 162nd & Main,13951,S,FS,7,4,11,1
SE 162nd & Main,13963,N,FS,5,6,11,2
SE 162nd & Mill,13953,S,FS,1,3,4,0
SE 162nd & Mill,13962,N,FS,10,3,13,0
SE 162nd & Stark,13964,N,FS,17,37,54,16
SE 162nd & Tibbets,13956,S,OP,0,2,2,0
SE 162nd & Tibbets,13959,N,FS,6,1,7,1
SE 169th & Misty,13887,N,NS,9,26,35,5
SE 172nd & Sunnyside,13888,S,NS,18,14,32,6
SE 17th & Bybee,6847,S,NS,18,39,57,7
SE 17th & Bybee,6848,N,NS,9,14,23,7
SE 17th & Center,6849,N,NS,150,94,244,15
SE 17th & Center,6850,S,NS,99,130,229,16
SE 17th & Clatsop,6852,S,NS,6,30,36,5
SE 17th & Claybourne,6856,N,NS,21,8,29,5
SE 17th & Claybourne,6857,S,NS,7,16,23,5
SE 17th & Harney,6860,N,NS,7,2,9,0
SE 17th & Harold,6861,N,NS,13,3,16,3
SE 17th & Harold,6862,S,NS,4,11,15,0
SE 17th & Knight,6867,N,NS,16,4,20,1
SE 17th & Knight,6868,S,NS,3,17,20,0
SE 17th & Lava,6871,N,OP,12,1,13,1
SE 17th & Lava,6872,S,FS,1,9,10,0
SE 17th & Lexington,6873,N,NS,15,3,18,1
SE 17th & Lexington,6874,S,NS,2,26,28,0
SE 17th & Mall,6876,N,OP,51,119,170,28
SE 17th & Mall,6877,S,NS,99,36,135,15
SE 17th & Marion,6853,N,NS,14,4,18,1
SE 17th & McLoughlin,6882,N,NS,23,4,27,9
SE 17th & Mitchell,6846,S,FS,3,20,23,7
SE 17th & Ochoco St,6885,N,NS,36,22,58,5
SE 17th & Ochoco St,6886,S,NS,13,33,46,5
SE 17th & Rex,6889,N,NS,6,2,8,0
SE 17th & Rex,6890,S,NS,1,16,17,0
SE 17th & Rhine,13693,N,FS,55,48,103,2
SE 17th & Rhine,13704,S,FS,46,50,96,2
SE 17th & Schiller,6893,N,FS,4,2,6,0
 ,,,,,,,
TriMet Passenger Census -Fall 2018,74,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 17th & Schiller,6894,S,NS,2,4,6,1
SE 17th & Spokane,10302,N,NS,28,5,33,1
SE 17th & Tacoma,6896,S,NS,7,47,54,6
SE 17th & Tenino,6897,N,NS,40,5,45,2
SE 17th & Tolman,6898,N,NS,17,6,23,5
SE 17th & Tolman,6899,S,NS,5,23,28,2
SE 17th & Umatilla,6900,S,FS,5,34,39,7
SE 17th & Waverly,6901,N,NS,6,6,12,0
SE 17th & Waverly,6902,S,NS,3,7,10,1
SE 17th Ave & Holgate Blvd MAX Station,13715,S,AT,108,349,457,0
SE 17th Ave & Holgate Blvd MAX Station,13724,N,AT,370,94,464,0
SE 17th Ave & Rhine St MAX Station,13714,S,AT,99,277,376,0
SE 17th Ave & Rhine St MAX Station,13725,N,AT,288,93,381,0
SE 181st & E Burnside,9061,S,FS,32,54,86,15
SE 181st & Oak,6921,N,NS,31,26,57,9
SE 181st & Yamhill,6913,N,FS,5,7,12,1
SE 181st & Yamhill,6929,S,NS,5,3,8,2
SE 181st Ave & 180th Ave,11073,S,FS,19,20,39,7
SE 182nd & 3rd,6926,N,FS,2,1,3,1
SE 182nd & Brooklyn Ct,6930,N,NS,7,1,8,0
SE 182nd & Bush Terrace,13076,S,FS,0,1,1,1
SE 182nd & Clinton,6934,N,NS,2,1,3,0
SE 182nd & Division,6935,S,FS,9,36,45,12
SE 182nd & Division,6936,N,FS,50,10,60,16
SE 182nd & Haig,6931,N,NS,18,1,19,1
SE 182nd & Lincoln,6937,S,FS,2,7,9,3
SE 182nd & Market,6938,S,NS,4,6,10,2
SE 182nd & Market,6939,N,OP,9,2,11,1
SE 182nd & Mill,6940,N,NS,4,1,5,0
SE 182nd & SW 5th Dr,6928,N,NS,3,0,3,2
SE 182nd & Stephens,6943,S,NS,3,4,7,0
SE 182nd & Tibbetts,6944,S,NS,2,7,9,0
SE 182nd & W Powell,6942,N,FS,35,0,35,5
SE 185th Ave/Rockwood,13320,S,NS,1,3,4,3
SE 1st & 3rd,13973,S,NS,7,6,13,9
SE 21st & Adams,13776,N,NS,9,35,44,1
SE 21st & Clinton,7108,S,NS,13,8,21,0
SE 21st & Division,7110,N,NS,9,19,28,2
SE 21st & Jackson,13482,S,NS,94,272,366,57
SE 21st & Washington,7136,S,NS,141,149,290,49
SE 223rd & Ankeny,7145,N,OP,2,1,3,0
SE 223rd & Ankeny,7146,S,FS,2,3,5,1
SE 223rd & NW 20th,1576,S,NS,2,8,10,5
SE 223rd & Oak,7149,S,NS,6,35,41,9
SE 223rd & Salmon,7150,N,NS,2,2,4,1
SE 223rd & Salmon,7151,S,OP,2,2,4,2
SE 223rd & Stark,7152,N,FS,83,9,92,14
 ,,,,,,,
TriMet Passenger Census -Fall 2018,75,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 223rd & Stark,10006,S,FS,13,57,70,11
SE 223rd & Yamhill,7153,N,OP,2,4,6,0
SE 223rd & Yamhill,7154,S,NS,5,4,9,0
SE 22nd & Bluebird,7141,S,NS,1,1,2,0
SE 22nd & Wren,7144,S,FS,0,1,1,0
SE 23rd & Bybee,7156,S,NS,0,1,1,0
SE 23rd & Tolman (Union Manor),7172,N,NS,27,17,44,137
SE 257th/Kane & 11th,13554,S,NS,0,1,1,0
SE 257th/Kane & 11th,13559,N,NS,2,0,2,0
SE 257th/Kane & Powell Valley,13475,S,FS,0,2,2,0
SE 25th & Morrison,7216,N,NS,45,6,51,2
SE 26th & Gladstone,7224,S,NS,2,10,12,0
SE 26th & Kelly,7226,S,OP,32,11,43,0
SE 26th & Powell,7227,N,FS,58,163,221,1
SE 26th & Powell,7228,S,NS,94,55,149,3
SE 26th & Rhone,7230,S,OP,14,10,24,0
SE 26th & Rhone,7231,N,NS,15,13,28,0
SE 26th & Tibbetts,7232,N,NS,9,2,11,0
SE 26th & Woodward,7233,S,NS,31,6,37,0
SE 26th & Woodward,7234,N,NS,7,1,8,0
SE 282nd & Chase,7297,N,NS,0,1,1,1
SE 282nd & Chase,7298,S,NS,2,0,2,0
SE 282nd & Orient,7303,S,NS,1,0,1,0
SE 282nd & Powell Valley,13867,N,NS,1,2,3,5
SE 282nd & Salquist,13552,S,FS,0,0,0,0
SE 282nd & Salquist,13561,N,FS,0,1,1,0
SE 282nd & Welch Rd,13553,S,NS,1,0,1,0
SE 282nd & Welch Rd,13560,N,FS,2,2,4,0
SE 28th & Bybee,7270,N,NS,2,0,2,0
SE 28th & Carlton,10189,S,OP,2,0,2,0
SE 28th & Gladstone,7277,N,NS,23,4,27,1
SE 28th & Holgate,7281,S,FS,13,24,37,1
SE 28th & Holgate,7282,N,NS,26,14,40,0
SE 28th & Martins,7286,N,NS,0,1,1,0
SE 28th & Raymond,7288,S,NS,8,22,30,0
SE 28th & Raymond,7289,N,OP,33,7,40,1
SE 28th & Steele,7293,S,NS,12,20,32,0
SE 28th & Tolman,7294,N,NS,0,2,2,0
SE 28th & Tolman,7295,S,NS,2,0,2,0
SE 32nd & Bybee,7335,N,NS,1,4,5,0
SE 32nd & Bybee,7336,S,NS,5,1,6,0
SE 32nd & Floss,7334,S,OP,7,6,13,0
SE 32nd & Floss,8326,N,NS,7,7,14,0
SE 32nd & Furat Ct,13744,S,FS,2,17,19,11
SE 32nd & Harvey,7340,S,OP,3,5,8,1
SE 32nd & Harvey,7341,N,NS,5,5,10,1
SE 32nd & Hillside,7339,N,OP,19,9,28,25
 ,,,,,,,
TriMet Passenger Census -Fall 2018,76,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 32nd & Hillside,7342,S,NS,12,17,29,21
SE 32nd & Johnson Creek,8168,N,NS,15,5,20,9
SE 32nd & Knapp,7344,N,NS,1,4,5,0
SE 32nd & Knapp,7345,S,NS,3,0,3,0
SE 32nd & Malcolm,7346,N,OP,5,5,10,0
SE 32nd & Malcolm,7347,S,FS,5,3,8,0
SE 32nd & Meek,7349,S,NS,4,10,14,6
SE 32nd & Meek,8894,N,OP,39,11,50,31
SE 32nd & Olsen,7350,N,NS,9,6,15,0
SE 32nd & Olsen,7351,S,FS,6,7,13,0
SE 32nd & Rex,7352,S,NS,16,4,20,0
SE 32nd & Tolman,7357,N,NS,0,3,3,0
SE 32nd & Tolman,7358,S,NS,4,1,5,0
SE 32nd & Van Water,7359,N,OP,1,2,3,0
SE 32nd & Van Water,8301,S,FS,2,3,5,0
SE 32nd & Woodstock,7360,N,NS,4,12,16,1
SE 34th & Sellwood,7407,N,NS,1,0,1,0
SE 34th & Sellwood,7408,S,NS,0,1,1,0
SE 34th & Washington,7409,N,NS,0,0,0,0
SE 34th & Wister,7410,N,NS,1,0,1,0
SE 34th & Wister,7411,S,NS,0,1,1,0
SE 3rd & 1st,13974,N,NS,2,1,3,2
SE 42nd & Llewellyn,7523,N,OP,53,64,117,34
SE 42nd & Llewellyn,7524,S,NS,58,57,115,44
SE 45th & 46th/Nehalem,7560,N,FS,20,2,22,5
SE 45th & 46th/Nehalem,7561,S,OP,1,10,11,7
SE 45th & Evergreen,7542,N,OP,8,3,11,2
SE 45th & Evergreen,7543,S,NS,3,12,15,3
SE 45th & Harney,7546,N,OP,37,5,42,19
SE 45th & Harney St,7548,S,NS,6,30,36,11
SE 45th & Knapp,7551,S,NS,4,26,30,0
SE 45th & Knapp,7552,N,FS,29,7,36,0
SE 45th & Lexington,8678,S,NS,1,13,14,0
SE 45th & Malden Dr,7554,N,NS,35,3,38,0
SE 45th & Rex,7556,S,NS,2,27,29,0
SE 45th & Rural,7557,N,FS,20,3,23,3
SE 45th & Rural,7558,S,NS,3,24,27,2
SE 46th & Henry,7563,N,FS,17,3,20,2
SE 46th & Henry,7564,S,NS,3,13,16,1
SE 46th & Woodstock,7565,N,NS,60,59,119,51
SE 50th & Brooklyn,8241,S,FS,68,64,132,2
SE 50th & Clay,7651,S,NS,13,47,60,3
SE 50th & Clinton,7653,S,NS,34,22,56,8
SE 50th & Division,7654,N,NS,85,39,124,20
SE 50th & Division,7655,S,NS,46,81,127,12
SE 50th & Haig,7656,N,NS,72,44,116,21
SE 50th & Hawthorne,7658,N,NS,46,21,67,2
 ,,,,,,,
TriMet Passenger Census -Fall 2018,77,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 50th & Kelly,7666,S,FS,2,16,18,1
SE 50th & Lincoln,7659,N,NS,42,6,48,5
SE 50th & Lincoln,7660,S,NS,10,40,50,2
SE 50th & Tibbetts,7665,N,NS,17,6,23,1
SE 50th & Woodward,8242,N,FS,71,156,227,4
SE 52nd & Boise,7669,N,NS,10,5,15,2
SE 52nd & Bush,7684,S,FS,46,33,79,14
SE 52nd & Carlton,7718,S,NS,84,95,179,42
SE 52nd & Clinton,7672,N,FS,17,4,21,2
SE 52nd & Clinton,7673,S,FS,40,9,49,1
SE 52nd & Cooper,7675,N,FS,15,2,17,0
SE 52nd & Cooper,7676,S,NS,4,13,17,1
SE 52nd & Division,7678,N,NS,44,60,104,19
SE 52nd & Division,7679,S,FS,61,45,106,12
SE 52nd & Duke,7680,N,NS,16,4,20,2
SE 52nd & Duke,7682,S,NS,4,12,16,2
SE 52nd & Foster,7683,N,NS,20,53,73,25
SE 52nd & Franklin,7685,N,FS,12,2,14,1
SE 52nd & Franklin,7687,S,FS,7,14,21,0
SE 52nd & Gladstone,7688,S,NS,5,12,17,1
SE 52nd & Harold,7690,N,NS,16,26,42,1
SE 52nd & Harold,7691,S,NS,7,10,17,0
SE 52nd & Holgate,7692,N,NS,37,47,84,18
SE 52nd & Holgate,7693,S,NS,51,58,109,9
SE 52nd & Lincoln,7695,N,NS,22,8,30,0
SE 52nd & Lincoln,7696,S,FS,8,19,27,4
SE 52nd & Ogden,7702,N,NS,19,4,23,0
SE 52nd & Ogden,7703,S,FS,6,26,32,0
SE 52nd & Powell,7704,N,NS,76,101,177,21
SE 52nd & Powell,7706,S,FS,104,74,178,19
SE 52nd & Reedway,7708,N,NS,5,3,8,0
SE 52nd & Reedway,7709,S,NS,1,6,7,0
SE 52nd & Schiller,7711,S,OP,4,10,14,1
SE 52nd & Schiller,7713,N,NS,12,4,16,0
SE 52nd & Steele,7714,N,NS,21,12,33,0
SE 52nd & Steele,7716,S,FS,28,33,61,2
SE 52nd & Taggart Ct,7722,N,NS,83,100,183,2
SE 52nd & Tolman,7719,N,NS,72,49,121,30
SE 52nd & Woodstock,7721,N,FS,45,28,73,12
SE 52nd & Woodstock,10481,S,NS,18,60,78,15
SE 52nd & Woodward,7723,S,FS,91,82,173,3
SE 60th & Belmont,7812,N,FS,38,85,123,15
SE 60th & Belmont,7813,S,NS,62,45,107,9
SE 60th & E Burnside,7814,S,FS,104,46,150,15
SE 60th & E Burnside,7815,N,NS,40,103,143,21
SE 60th & Harrison,13249,N,NS,22,4,26,3
SE 60th & Hawthorne,7823,N,OP,6,5,11,2
 ,,,,,,,
TriMet Passenger Census -Fall 2018,78,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SE 60th & Hawthorne,7824,S,NS,5,9,14,1
SE 60th & Salmon,7830,N,NS,4,5,9,0
SE 60th & Salmon,7831,S,OP,5,6,11,0
SE 60th & Stark,7832,N,NS,10,13,23,2
SE 60th & Stark,7833,S,NS,10,8,18,0
SE 60th & Stephens,7835,S,OP,2,15,17,2
SE 69th & Yamhill,7853,S,NS,4,32,36,0
SE 72nd & Clatsop,13904,N,FS,19,8,27,13
SE 72nd & Flavel,7875,S,FS,16,62,78,16
SE 72nd & Lexington,7881,N,OP,40,8,48,17
SE 72nd & Lexington,7882,S,NS,7,32,39,33
SE 72nd & Luther,7874,S,OP,9,12,21,10
SE 72nd & Tenino,7891,N,NS,22,7,29,3
SE 72nd & Tenino,7892,S,FS,7,23,30,11
SE 76th & Washington,7897,N,NS,7,35,42,1
SE 76th & Washington,7898,S,NS,27,9,36,4
SE 76th & Yamhill,7899,S,NS,51,8,59,4
SE 79th & Harold,2562,S,NS,13,4,17,1
SE 7th & Clay,7855,S,NS,26,25,51,5
SE 7th & Clay,7856,N,FS,17,38,55,2
SE 7th & Grant,7857,S,NS,4,6,10,4
SE 7th & Grant,7858,N,FS,12,13,25,0
SE 7th & Harrison,7859,S,FS,43,62,105,10
SE 7th & Harrison,7860,N,FS,40,36,76,9
SE 7th & Tilikum Way,13825,N,NS,25,24,49,3
SE 82nd & Alder,7929,S,NS,40,28,68,24
SE 82nd & Ash,7930,N,NS,13,14,27,5
SE 82nd & Ash,7931,S,FS,16,17,33,6
SE 82nd & Boise,7935,N,FS,157,47,204,61
SE 82nd & Boise,8237,S,NS,29,129,158,40
SE 82nd & Boyer Drive,7920,N,NS,228,93,321,149
SE 82nd & Boyer Drive,7921,S,OP,45,151,196,89
SE 82nd & Causey,7941,N,NS,183,42,225,49
SE 82nd & Causey,7942,S,NS,33,156,189,47
SE 82nd & Center,13707,S,NS,54,177,231,38
SE 82nd & Clatsop,7945,S,OP,12,19,31,2
SE 82nd & Clatsop,7946,N,NS,20,14,34,3
SE 82nd & Clinton,7947,N,NS,29,37,66,6
SE 82nd & Clinton,7948,S,NS,25,18,43,4
SE 82nd & Cooper,7950,S,NS,10,42,52,9
SE 82nd & Cornwell,7951,N,NS,18,8,26,10
SE 82nd & Cornwell,7952,S,FS,16,44,60,39
SE 82nd & Crystal Springs,7953,N,NS,74,29,103,32
SE 82nd & Crystal Springs,7954,S,FS,27,72,99,30
SE 82nd & Division,7957,N,FS,380,374,754,115
SE 82nd & Division,7958,S,NS,401,315,716,106
SE 82nd & Duke,7960,N,NS,146,52,198,80
 ,,,,,,,
TriMet Passenger Census -Fall 2018,79,,,,,,
All Day Ons and Offs by Stop Location ,,,,,,,
 ,,Weekday,,,,,
 ,,,,,,,
